estimator,from_cache,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,_raw_turns,chat_preamble,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,desired_output_dialect,too_few_tokens,error,tool_calls,tool_results
OpenAIAPI:gpt-4o-2024-05-13,False,"معذرة , قم بالضغط على مصراعي النافذة الخشبيين , من فضلك .",['عذرًا. اضغط على زر التصوير، من فضلك.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8827640>,4.982487685226003,25.87235559632618,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nالمعذرة. اضغط على زر التصوير، من فضلك.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,تبدو البونساي كهواية شخص هرم .,['فن البونساي، يمارس كنشاط لكبار السن.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8827d60>,15.310245441182444,22.93904787856646,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nفن بونساي، يدير نشاط لكبار السن.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,هل أستطيع الحصول على تذكرة متعددة الاستخدام ؟,['هل يمكنني الحصول على تذاكر متعددة؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8827df0>,10.274506536150966,36.690552110366085,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nنقدر نتحصل على تذاكر متعددة؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,أريد بعض التفاح ، من فضلك .,['أريد تفاحًا، من فضلك.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8827cd0>,11.339582221952005,48.18846979075156,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nراني حاب تفاح، من فضلك.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,لقد تمكنت ن تحقيق ذلك .,['فعلتها.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e88272b0>,0.0,4.779411764705883,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nدرتها.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,مائة وخمسة وثلاثون ين للدولار الواحد .,['مئة وخمسة وثلاثون ينًا للدولار.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8827340>,56.220082765903776,58.13383738599509,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nمئة و خمسة و ثلاثون ين للدولار.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,هل هو محجوز بالكامل ؟,['هل هو دائمًا مشغول؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8827280>,11.386050660556927,23.261402866866522,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nاذا دايمن معمر؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,ما عرض الأوبرا اليوم ؟,['من هو مغني الأوبرا اليوم؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8827850>,29.84745896009822,51.80179834423474,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nشكون الأوبرا تع اليوم؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,أريد تذكرتين ذهاب وعودة إلى أكسفورد .,['أريد تذكرتين ذهاب وإياب إلى أكسفورد.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8827a30>,64.75445426291287,76.60954881130075,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nراني حاب تذكرتين ذهاب اياب لأوكسفورد.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,من أين يسعني شراء تذكرة توصيل بالكوبون ؟,['أين يمكنني شراء تذكرة المصعد؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e88278e0>,16.203364897827715,36.63711276547417,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nوين نقدر نشري تذكرة الرفع؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,هل سمعت من قبل عن أسبوع ذهبي في اليابان ؟,['إذا سمعت بأسبوع الذهب في اليابان؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8827940>,13.147601201284163,35.86105496602266,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nاذا سمعت بأسبوع الذهب فاليابان؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,إنه طول الطريق لنهاية البهو .,['هو في نهاية الرواق.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e88273a0>,0.0,23.751719273733997,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nهو في نهاية الهول.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,أخبرني عن منطقة جيدة لهذا النهر ، من فضلك .,['أخبرني عن مكان جميل على هذا النهر، من فضلك.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e88277c0>,16.90062198556585,58.89909799438373,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nقلي على مكان جميل على هاذ النهر، من فضلك.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,رحلتنا للتخييم يجب أن تكون ممتعة .,['جولتنا ستكون رائعة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8827eb0>,0.0,16.007666384098947,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nالجولة تاعنا رايحا تكون هايلة.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,هل يمكن أن ترسلها إلى عنواني في اليابان عن طريق بريد الطرود الدولي وتحصل الثمن من هناك ؟,['هل يمكنك إرساله إلى عنواني في اليابان مقابل تعويض دولي؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8827190>,15.77809052267535,34.33341218041153,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nتقدر تبعثو لعنواني في اليابان مقابل تعويض دولي؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,تقع منافذ الخروج للطوارئ في مقدمة ووسط ومؤخرة هذه الطائرة .,['مخارج الطوارئ موجودة في الأمام، في الوسط، ومن خلف الجهاز.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e87bd2b0>,4.345953622855046,18.163883654400546,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nمخارج الطوارئ جايين فالقدام، فالوسط، و من وراء الجهاز.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,أنا أبحث عن شيء أنيق .,['أبحث عن زي أنيق.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e87bdb50>,26.647313141084275,45.597807805655535,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nراني نحوس على لبسة تكون أنيقة.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,و هو كذلك . سأمر عليك و آخذك بالسيارة من الفندق الذي تقيم فيه في الساعة الثامنة .,['موافق. سأأتي لأخذك إلى فندقك في الساعة الثامنة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e87bd820>,14.022465612251942,30.88332533367801,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nموافق. نجي نديك للفندق ديالك على الثامنة.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,ما هذا الشارع ؟,['ما اسم هذا الطريق؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e87bdc40>,10.400597689005304,29.210766341499966,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nواسمها هاذ الطريق؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,التاسع والعشرون من أغسطس .,['التاسع والعشرون من أغسطس.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e87bd4f0>,91.21679090703874,100.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nالتاسع و عشرون أوت.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,هل تريد تسوية الفاتورة الآن ؟,['هل يمكنك التحقق من فاتورتي الآن؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e87bd8b0>,4.456882760699063,23.90805322652284,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nتقدر تتحقق من الفاتورة ديالي دوكا؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,لا امتلك أي نقود .,['ليس لدي المال.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e87bd3d0>,0.0,9.958422746781114,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nمعنديش الدراهم.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,أكثر منتجاتنا بيعت عبر السنوات الأربع الماضية هي الآلة الناسخة طراز أ . أكس أربعة خمسة صفر .,['الشيء الذي بعناه أكثر خلال هذه السنوات الأربع الماضية هو آلة النسخ إي إيكس 450.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e87bd280>,22.269894503083606,33.7318181615912,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nالحاجة لي بعناها كثر هاذ السنوات الأربعة الماضية هي آلة النسخ ايه إيكس أربعمئة و خمسون.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,أنها مناسبة تماما .,['جيد تمامًا.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e87bd1f0>,0.0,15.010754022211636,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nمليح تماما.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,أودّ مراجعة ممتلكاتي الثمينة .,['أريد أن أضع الأغراض المهمة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e87bd970>,0.0,11.35004148233059,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nراني حاب نحط الأغراض المهمة.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,السيد كوباياشي كان يبحث عنك .,['السيد كوباياشي يبحث عنك.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e87bda00>,59.54165059120785,75.3866550135686,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nالسيد كوباياشي راهو يحوس عليك.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,أريد مكان ما صغير .,['أريد مكانًا صغيرًا.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e87bd8e0>,12.22307556087252,50.771315038991936,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nراني حاب مكان صغير.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,هل يمكنك أن تقرضني حبل القطر ، من فضلك ؟,['هل يمكنك أن تقرضني حبل الجر، من فضلك؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e87bd100>,57.57575636202256,76.98296418363539,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nتقدر تسلفلي حبل تع الجر، من فضلك؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,هل لديك أي مقاعد شاغرة للندن ؟,['هل بقيت أماكن إلى لندن؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e87bd190>,3.7954847898457067,16.039517657192196,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nبقاو أماكن للندن؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,هل لا زال لديكم مقاعد لعرض الليلة ؟,['هل ما زالت لديكم أماكن للعرض المسائي؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e87bd040>,7.347053125977879,28.401854928008056,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nمازال عندكم أماكن لعرض المساء؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,فكرة جميلة .,['فكرة رائعة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e87bd6a0>,0.0,26.29960317460317,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nفكرة شابة.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,"بالتأكيد , كن على راحتك .",['بالتأكيد، خذ وقتك.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e87bd730>,8.170609724417774,30.459897236946667,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nأكيد، خوذ وقتك.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,كم حقيبة يمكن أن أحضرها معي في الطائرة ؟,['كم حقيبة أستطيع أن آخذ في الطائرة؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e87bd610>,20.33038389239877,40.82442728781833,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nشحال من ساك نقدر ندي فالطيارة؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
