estimator,from_cache,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,_raw_turns,chat_preamble,documents,desired_output_dialect,too_few_tokens,error,error_traceback
OpenAIAPI:gpt-4o-2024-08-06,True,لا، مو مشكلة. أنت هون، على كل حال.,['أوه، ما في شي. إنت هون على كل حال.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d399ab3d0>,24.384183193426086,41.145842270783184,0.19287119580638112,0.3013168275356293,0.6400943398475647,0.9609301686286926,0.615085961927992,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nOh, it's nothing. You're here, anyway.\nTranslation:""}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,كنت المفروض تسافر برحلة رقم تمانة اتنين صفر، يللي أقلعت من ربع ساعة. مو مشكلة. فيني دبرلك رحلة تانية.,['كان من المفترض أنك تأخذ الرحلة تمانية اتنين صفر، اللي أقلعت من ربع ساعة. طيب. بقدر أرتب لك رحلة تانية.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d399aba30>,30.90971549373513,48.25386806353818,0.003412306580929947,0.005458183586597443,0.6251725554466248,0.9878987608244643,0.6176071928271842,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nYou were supposed to take flight eight two zero, which took off fifteen minutes ago. All right. I can arrange another flight for you.\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,السن عم يتحرك.,['السّن مخلخل.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d399abd90>,9.042266054940777,13.249780001109905,0.020315864109911153,0.044336285442113876,0.45822206139564514,0.07506330590695143,0.03439566276785519,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nThe tooth is loose.\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,مقعد لغير المدخنين، رجاءً.,['مقعد لغير المدخنين، من فضلك.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d399ab1c0>,69.89307622784945,68.53479951621006,7.972241013291814e-08,0.0006054401164874434,0.00013167678844183683,0.010826539364643395,1.4256039334753669e-06,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nA non-smoking seat, please.\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,بأديش الفطر التازا؟,['قديش حق الفطر الطازة؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d399ab520>,13.134549472120794,33.67329725870165,0.0032680197076963013,0.005587561056017876,0.5848740935325623,0.9877899279817939,0.5777327387289466,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nHow much are fresh mushrooms?\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,إذا في إمكان، بفضل ما ينقلع السن.,['إذا ممكن، بفضّل ما أخلع السن.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39a9f2e0>,22.718709780542323,36.829036531725215,0.4149893876735433,0.9506571292877197,0.4365289807319641,0.9948970647528768,0.4343014016097962,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nIf possible, I'd rather not have the tooth out.\nTranslation:""}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,بدنا غرفة بتطل عالبحيرة.,['بدنا غرفة تطل على البحيرة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39a9f3a0>,20.556680845025987,59.64262643712151,0.037262930489652124,0.07829143106937408,0.47595158219337463,0.986172191798687,0.4693702150016932,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWe'd like a room overlooking the lake.\nTranslation:""}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,فهمت، بس ما بقدر قوله.,['فاهم، بس ما بقدر قولها.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39a9fdf0>,31.55984539112946,66.67370944050755,0.15873084217513966,0.19945527613162994,0.7958217263221741,0.9836274683475494,0.7827921099182564,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI understand, but I can't say it.\nTranslation:""}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,عم دور على كروت موديل هاواي.,['عم دور على بطاقات تكون عادةً هاوايية.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39a9f370>,13.912311644176565,40.48387641539008,0.6489594244980132,0.9579344391822815,0.6774570345878601,0.9957902310416102,0.6746050969930093,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI'm looking for some cards that are typically Hawaiian.\nTranslation:""}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,عفواً. اكبيس زر التصوير، لو سمحت.,['عفواً. اضغط على الزر، لو سمحت.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39a9fd60>,38.605977522933536,48.085767414836596,0.0025623981940159912,0.09923105686903,0.02582254260778427,0.8290737033821642,0.021408791030579435,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nExcuse me. Press the shutter, please.\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,بونساي شكلها هواية شخص كبير بالعمر.,['البونساي بيشبه هواية الشخص الكبير بالعمر.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d399dae50>,22.229849552064017,49.182567197658315,0.1699152582418888,0.1871901899576187,0.9077145457267761,0.20964359096251428,0.1902965369350687,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nBonsai sounds like an old person's hobby.\nTranslation:""}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,ممكن تعطيني تذكرة متعددة؟,['ممكن آخد تذكرة متعددة؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d399dad60>,54.10822690539397,57.11725369453276,0.0024526216235443155,0.00636703334748745,0.38520634174346924,0.06845886167138815,0.02637078766435763,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nCan I have a multiple ticket?\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,بدي شوية تفاح، لو سمحت.,['بدي شوية تفاح لو سمحت.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d399dac70>,61.01950432112583,76.73200552924986,0.053530321138139714,0.054654624313116074,0.9794289469718933,0.9900961965322495,0.9697288751704578,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI'd like some apples, please.\nTranslation:""}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,أنت عملت هالشي.,['عملتها.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d399da730>,0.0,31.201875582226652,0.00532841212664667,0.047240544110536575,0.1127931997179985,0.34765129163861275,0.03921270157001419,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nYou did it.\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,مية وخمسة وتلاتين ين لكل دولار.,['مئة وخمسة وثلاثين ين لكل دولار.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d399da640>,42.40125351805035,64.44885549233376,0.0005432787630735847,0.05539479851722717,0.009807396680116653,0.15706069208681583,0.0015403565101490616,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nA hundred and thirty-five yen per dollar.\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,لساته كله محجوز؟,['لسا محجوز بالكامل؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d399da5e0>,22.089591134157878,22.57354651108774,0.4233368954346268,0.6861657500267029,0.6169601082801819,0.9795746561139822,0.6043584859046044,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nIs it still fully booked?\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,شو هية أوبرة اليوم؟,['شو هي أوبرا اليوم؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d399da580>,17.026116978186884,42.02632369823087,0.1840022455333603,0.30112260580062866,0.6110542416572571,0.8486458510160446,0.5185686469281867,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhat's today's opera?\nTranslation:""}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,بدي تذكرتين روحة رجعة على أوكسفورد.,['بدي تذكرتين ذهاب وإياب لأوكسفورد.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d399da490>,46.029511774162,46.54664866558509,0.06879152667550681,0.1266334503889084,0.5432334542274475,0.9913407266139984,0.5385294472348701,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI'd like two round-trip tickets to Oxford.\nTranslation:""}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,من وين فيني اشتري تذكرة رافعة عليها حسم؟,['وين فيني اشتري بطاقة رفع؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d399da310>,23.983663471592354,37.447295180996946,0.8875387773844956,0.9685823321342468,0.9163276553153992,0.994922113372013,0.9116746473676184,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhere can I buy a coupon lift ticket?\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,سمعت من قبل بالاسبوع الدهبي باليابان؟,['هل سمعت من قبل عن الأسبوع الذهبي في اليابان؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d399da1f0>,14.458924666162856,51.54759336473155,0.0,0.0018471755320206285,0.0,0.013358076801523566,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nHave you ever heard of a Golden Week in Japan?\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,هو بآخر القاعة.,['كل الطريق بنهاية الممر.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d399da0d0>,6.567274736060395,11.741011749806516,0.0019327083564891767,0.03409908711910248,0.05667918175458908,0.10380927054211497,0.005883824512867845,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nIt's all the way down the hall.\nTranslation:""}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,دلني على مكان ظريف من هالنهر، إذا سمحت.,['قلّي عن مكان منيح بهالنهر، لو سمحت.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d399da040>,13.380161378318954,32.101895171721445,0.9063190562262378,0.9481643438339233,0.9558670520782471,0.9955153102055192,0.9515802848649113,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nTell me a good spot of this river, please.\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,رح نتسلى كتير برحلة المشي.,['رحلة المشي تبعنا لازم تكون كتير ممتعة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d399daf10>,15.727800941615351,36.26734339345349,0.028305877332989837,0.043032824993133545,0.6577740907669067,0.9926560735329986,0.6529434462124158,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nOur hiking trip should be lots of fun.\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,ممكن تبعتها على عنواني باليابان عن طريق خدمة جمع الطرد البريدي؟,['ممكن تبعته لعنواني في اليابان عبر البريد الدولي بجمع الرسوم؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d399daf40>,8.3551771205213,36.05238221576523,0.0005798950288116167,0.01134808361530304,0.051100701093673706,0.8507085787132382,0.04347180479864918,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nCould you send it to my address in Japan by collect international parcel post?\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,مخارج الطوارء موجودة بأول هي الطيارة، وبنصها، وبآخرها.,['مخارج الطوارئ موجودة في الأمام، والوسط، والخلف من هذه الطائرة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d399da940>,14.610534486579725,31.34519788068938,5.1603455256821066e-05,0.0016716659301891923,0.03086947835981846,0.007217141363071278,0.0002227893891270795,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nThe emergency exits are located in the front, middle, and back of this plane.\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,عم دور على شي مرتب.,['عم دور على شي رسمي.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d399da9d0>,43.47208719449914,64.83787046287046,0.6809673499789568,0.8925454616546631,0.7629497647285461,0.9933785905595869,0.7578979619538115,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI'm looking for something dressy.\nTranslation:""}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,اوك. رح اجي آخدك من الأوتيل عالساعة تمانة.,['حاضر. رح أجي آخدك من الفندق الساعة تمانية.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d399da8b0>,11.386287897063964,48.0295333553754,0.1813337379122899,0.19579510390758514,0.926140308380127,0.9864989072084427,0.9136364021386854,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nOkay. I'll pick you up at your hotel at eight o'clock.\nTranslation:""}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,أنو شارع هاد؟,['شو اسم هالشارع؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d399daa60>,9.652434877402245,17.728247364212702,0.09180037424587617,0.09790679812431335,0.9376302361488342,0.9934085630811751,0.9314499055940763,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhat street is this?\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,تسعة وعشرين آب.,['التاسع والعشرون من أغسطس.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d399dadc0>,3.673526562988939,14.32129730740842,0.0,0.008934736251831055,0.0,0.059416672214865685,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nAugust twenty-ninth.\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,بدك تدفع الفاتورة هلأ؟,['بدك تصفي الحساب هلق؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d399da2e0>,10.147104008451905,16.38113279484978,0.04781722560268831,0.0655045285820961,0.7299835085868835,0.9944425781723112,0.72592668230241,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nDo you want to settle the bill now?\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,ما معي مصاري أبداً.,['ما معي مصاري.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d399da7c0>,47.39878501170795,62.357429268456684,0.26375731390097457,0.29585129022598267,0.8915199041366577,0.9839985817670822,0.8772543212875963,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI don't have any money.\nTranslation:""}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,أكتر مبيعات عنا خلال الأربع سنين الماضية هي مكنة التصوير إيه إكس أربعمية وخمسين.,['أفضل منتج مبيعًا لدينا خلال السنوات الأربع الماضية كان آلة النسخ AX-450.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d399dacd0>,6.897798511440269,25.783907471589146,0.0,0.002651709131896496,0.0,0.013329524546861649,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nOur top-seller for the last four years has been the AX-four five zero copier.\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,زابط منيح.,['بتناسب تماماً.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d399da250>,8.116697886877475,10.606060606060606,0.0005978833613875384,0.010834161192178726,0.05518501624464989,0.08991453796625137,0.004961935238297771,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nIt fits just right.\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,بدي اتأكد من غراضي الغالية.,['بدي أفحص أغراضي الثمينة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d399daaf0>,9.980099403873663,28.000701223703654,0.0925224555084938,0.1471433937549591,0.628791093826294,0.9909442141652107,0.6230968963457801,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI'd like to check my valuables.\nTranslation:""}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,الاستاذ كوباياشي كان عم يدور عليك.,['الأستاذ كوبايشي كان عم يدور عليك.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d399da430>,57.83569866465144,75.22204757530608,0.6341399469685172,0.7865418195724487,0.806238055229187,0.9883281411603093,0.7968277584573652,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nMr. Kobayashi has been looking for you.\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,بدي شي مكان صغير.,['بدي مكان صغير.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d399dab20>,49.76093899250716,71.98696127248303,0.16795846645776802,0.20162884891033173,0.8330081105232239,0.986338309943676,0.8216278119028515,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI would like someplace small.\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,فيك تعيرني حبل سحب، إذا ممكن؟,['ممكن تعيرني حبل سحب، لو سمحت؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d399daa90>,64.84115071397645,53.599314491763,0.07172352173267171,0.1942884922027588,0.36915990710258484,0.8251892942935228,0.30462680322344443,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nCan you lend me a towrope, please?\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,عندك شي مقاعد فاضية على لندن؟,['عندك أي مقاعد فاضية للندن؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39b000a0>,42.7287006396234,53.517877183704684,0.045867435461290906,0.11001463979482651,0.4169211983680725,0.49196538142859936,0.20511079638081753,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nDo you have any vacant seats for London?\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,لسه عندك مقاعد لعرض الليلة؟,['لسا في مقاعد لعرض الليلة؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39b00d90>,61.04735835807847,65.64611764651958,0.09123671053210813,0.144906684756279,0.6296238899230957,0.99194201733917,0.624550391535251,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nDo you still have seats for tonight's performance?\nTranslation:""}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,فكرة حلوة.,['فكرة جميلة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39b00c70>,0.0,29.445003393014435,0.00038061288188492165,0.03768828883767128,0.01009896956384182,0.13785077817738056,0.0013921508131652764,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nLovely idea.\nTranslation:'}]}]",,(),syr,False,None,None
