estimator,from_cache,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,_raw_turns,chat_preamble,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,desired_output_dialect,too_few_tokens,error,tool_calls,tool_results
OpenAIAPI:gpt-4o-2024-05-13,False,أريد تذكرتين ذهاب وعودة إلى أكسفورد .,['أريد تذكرتين لرحلة ذهاب وإياب إلى أكسفورد.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e86d8af0>,43.34366012758324,65.84230209944852,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Saudi Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nابغى تذكرتين لرحلة ذهاب وعودة الى اوكسفورد.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,من أين يسعني شراء تذكرة توصيل بالكوبون ؟,['أين يمكنني شراء قسيمة تذكرة الرفع؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e86d8b80>,8.255532360766697,27.956824303581264,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Saudi Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nوين اقدر اشتري قسيمة تذكرة الرفع؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,هل سمعت من قبل عن أسبوع ذهبي في اليابان ؟,['هل سمعت بالأسبوع الذهبي في اليابان؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e86d8a60>,24.177037175577333,51.03234002192764,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Saudi Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nقد سمعت بالاسبوع الذهبي في اليابان؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,إنه طول الطريق لنهاية البهو .,['في نهاية الممر مباشرة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e86d8130>,0.0,20.92750838541943,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Saudi Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nعلى طول في نهاية القاعة.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,أخبرني عن منطقة جيدة لهذا النهر ، من فضلك .,['علمني مكانًا جميلًا لهذا النهر، لو سمحت.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e86d81c0>,10.511846841633776,25.11255601974294,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Saudi Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nعلمني مكان حلو لهذا النهر، لو سمحت.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,رحلتنا للتخييم يجب أن تكون ممتعة .,['رحلتنا للتنزه ستكون ممتعة جدًا.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e86d8100>,22.997519112894437,44.89912861264476,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Saudi Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nرحلتنا الهايكنج بتكون فلة مرة.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,هل يمكن أن ترسلها إلى عنواني في اليابان عن طريق بريد الطرود الدولي وتحصل الثمن من هناك ؟,['هل يمكنك إرساله إلى عنواني في اليابان عبر البريد الدولي لتجميع الطرود؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e86d8f10>,23.084944103955607,44.39477494712505,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Saudi Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nتقدر ترسله لعنواني في اليابان عن طريق بريد جمع الطرود العالمية؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,تقع منافذ الخروج للطوارئ في مقدمة ووسط ومؤخرة هذه الطائرة .,['مخارج الطوارئ موجودة في المقدمة، الوسط، وخلف الطائرة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e86d8bb0>,5.542900348964859,30.11019812455608,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Saudi Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nمخارج الطوارئ موجودة بالمقدمة، الوسط، و خلف الطائرة.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,أنا أبحث عن شيء أنيق .,['أبحث عن شيء أنيق.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e86d8eb0>,70.1396726799769,83.05436847561762,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Saudi Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nادور على شيء انيق.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,و هو كذلك . سأمر عليك و آخذك بالسيارة من الفندق الذي تقيم فيه في الساعة الثامنة .,['حسنًا. سأصطحبك من فندقك الساعة الثامنة بالضبط.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e86d85e0>,10.084638617373205,24.9388817473209,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Saudi Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nاوك. باخذك من عند فندقك الساعة ثمانية بالضبط.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,ما هذا الشارع ؟,['ما اسم هذا الشارع؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e86d8d90>,43.47208719449914,64.52503442232394,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Saudi Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nأي شارع هذا؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,التاسع والعشرون من أغسطس .,['التاسع والعشرون من أغسطس.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e86d8f70>,91.21679090703874,100.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Saudi Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nتسعة و عشرين أغسطس.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,هل تريد تسوية الفاتورة الآن ؟,['هل تريد دفع الفاتورة الآن؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e86e5cd0>,36.28241434631104,58.18021188462853,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Saudi Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nتبغى تدفع الفاتورة الان؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,لا امتلك أي نقود .,['ليس لدي أي مال.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e86e57c0>,7.16047614494885,13.356447545886354,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Saudi Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nما عندي أي فلوس.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,أكثر منتجاتنا بيعت عبر السنوات الأربع الماضية هي الآلة الناسخة طراز أ . أكس أربعة خمسة صفر .,['الأكثر مبيعًا لدينا خلال السنوات الأربع الماضية هو آلة التصوير إيه إكس 450.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e86e5670>,21.38668385486143,33.45448926658132,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Saudi Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nالأفضل مبيعا عندنا لاربع سنوات ماضية هو الة تصوير ايه اكس أربعمئة وخمسين .\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,أنها مناسبة تماما .,['تناسب تماماً.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e86e5340>,12.44023474812678,26.603548508483204,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Saudi Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nتناسب تماما.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,أودّ مراجعة ممتلكاتي الثمينة .,['أريد التأكد من الأشياء الثمينة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e86e5c70>,14.211011212459495,30.17879384541929,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Saudi Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nابغى اتأكد من الأشياء الثمينة.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,السيد كوباياشي كان يبحث عنك .,['السيد كوباياشي يبحث عنك.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e86e5610>,59.54165059120785,75.3866550135686,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Saudi Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nسيد كوباياشي يبحث عنك.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,أريد مكان ما صغير .,['أريد مكانًا صغيرًا.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e86e5d30>,12.22307556087252,50.771315038991936,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Saudi Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nابغى مكان صغير.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,هل يمكنك أن تقرضني حبل القطر ، من فضلك ؟,['هل يمكنك أن تقرضني إطاراً، من فضلك؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e86e5e80>,39.34995962231127,60.12740739355652,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Saudi Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nتقدر تسلفني تويرب، لو سمحت؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,هل لديك أي مقاعد شاغرة للندن ؟,['هل لديك مقاعد شاغرة إلى لندن؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e86e5d60>,40.88064519392259,58.18214949511261,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Saudi Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nعندك مقاعد فاضية الى لندن؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,هل لا زال لديكم مقاعد لعرض الليلة ؟,['هل تبقى لديك مقاعد لعرض الليلة؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e86e5d90>,37.20090803840517,55.126991754745504,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Saudi Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nباقي عندك مقاعد لعرض الليلة؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,فكرة جميلة .,['فكرة جميلة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e86e5fd0>,0.0,100.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Saudi Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nفكرة حلوة.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,"بالتأكيد , كن على راحتك .",['بالتأكيد، خذ وقتك.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e86e54f0>,8.170609724417774,30.459897236946667,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Saudi Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nبتالتأكيد، خذ وقتك.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,كم حقيبة يمكن أن أحضرها معي في الطائرة ؟,['كم حقيبة أستطيع أن أدخل إلى الطائرة؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e86e5580>,15.307938151800226,34.5930396843701,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Saudi Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nكم حقيبة اقدر ادخل للطائرة؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
