estimator,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,_raw_turns,from_cache,chat_preamble,documents,desired_output_dialect,too_few_tokens,error,error_traceback
Blobheart:command-r,أوة، لا ولا حاجه . المهم انك هنا، على اى حال .,['آه، مش حاجة. أنت هنا، على أيّة حال.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e2e4700>,10.897689104778708,27.126867854948074,0.7943018661335941,0.9161340594291687,0.8670148849487305,0.933578297495842,0.8094262801939891,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nOh, it's nothing. You're here, anyway.\nTranslation:""}]}]",True,,(),egy,False,None,None
Blobheart:command-r,انت كان المفروض تاخد الرحلة تمانية اتنين صفر، اللي اقلعت من خمستاشر دقيقة . على الى حال انا اقدر ارتب رحلة جديدة عشانك .,['كُنت مُفترضاً أن تركب الطائرة رقم ثمانمائة وعشرين، التي أقلعت منذ خمس عشرة دقيقة. حسناً، سأُرتب لك رحلة أخرى.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e2e4f10>,2.298666038841233,18.889728538621416,0.0,0.0007620759424753487,0.0,0.002354736381676048,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nYou were supposed to take flight eight two zero, which took off fifteen minutes ago. All right. I can arrange another flight for you.\nTranslation:'}]}]",True,,(),egy,False,None,None
Blobheart:command-r,السنة ملخلخة.,['السن مرتخي.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e2e4190>,8.51528917838043,19.325286591462813,0.004076595294304153,0.01980847492814064,0.20580056309700012,0.041781110689044,0.008598576106623346,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nThe tooth is loose.\nTranslation:'}]}]",True,,(),egy,False,None,None
Blobheart:command-r,كرسي لغير المدخنين، لو سمحت .,['كرسي لغير المدخنين، من فضلك.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e2e41f0>,67.86502681586727,65.32144962207892,0.0006820387975954648,0.09393112361431122,0.0072610522620379925,0.6957285851240158,0.005051721616779227,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nA non-smoking seat, please.\nTranslation:'}]}]",True,,(),egy,False,None,None
Blobheart:command-r,بكام المشروم الطازه؟,['كم سعر الفطر الطازج؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e2e4fa0>,5.669791110976001,16.41342399851078,0.0,0.003775849472731352,0.0,0.2964486922137439,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nHow much are fresh mushrooms?\nTranslation:'}]}]",True,,(),egy,False,None,None
Blobheart:command-r,لو ينفع، انا بأفضل ان السن ما يتخلعش .,['مفضلش نخلعه لو ممكن.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e2e4820>,2.910967817713898,12.331478682442087,0.0,0.0,0.0,0.0,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nIf possible, I'd rather not have the tooth out.\nTranslation:""}]}]",True,,(),egy,False,None,None
Blobheart:command-r,عايز أوضة بتبص على البحيرة.,['نحن نريد غرفة تطل على البحيرة.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e2e48b0>,29.251718341295526,42.66873499237975,0.0,0.0008446615538559854,0.0,0.007022985199000686,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWe'd like a room overlooking the lake.\nTranslation:""}]}]",True,,(),egy,False,None,None
Blobheart:command-r,انا فاهم، بس ما اقدرش اتكلم .,['فهمت، ولكن لا أستطيع قولها.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e2e47f0>,3.4162113597999784,9.477169765190602,0.0020728418785581626,0.21162760257720947,0.009794761426746845,0.24009473994374275,0.0023516706975657865,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI understand, but I can't say it.\nTranslation:""}]}]",True,,(),egy,False,None,None
Blobheart:command-r,عايز كروت تذكارية لهاواي .,['ابحث عن بعض البطاقات التي تعكس الملامح التقليدية لجزيرة هاواي.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e2e4550>,1.6466642419110007,18.671237991277433,0.0,0.0006116508739069104,0.0,0.002026184229180217,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI'm looking for some cards that are typically Hawaiian.\nTranslation:""}]}]",True,,(),egy,False,None,None
Blobheart:command-r,لو سمحت، دوس على زرار التوصير، من فضلك.,['معلش. إضغط على زرّ الغالق، من فضلك.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e2e4100>,17.395797375642243,31.399964042338606,0.025675276271900804,0.04575188830494881,0.5611850619316101,0.08303863555192947,0.04660004183492594,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nExcuse me. Press the shutter, please.\nTranslation:'}]}]",True,,(),egy,False,None,None
Blobheart:command-r,بونساي شكلها هواية حد من زمان.,['بونساي تبدو مثل هواية الأشخاص كبار السن.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e2e45b0>,13.912311644176565,28.26835756017816,1.0394576551536977e-05,0.00035010758438147604,0.029689664021134377,0.0008113748917821795,2.4089447932197172e-05,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nBonsai sounds like an old person's hobby.\nTranslation:""}]}]",True,,(),egy,False,None,None
Blobheart:command-r,ممكن تذكرو متعدده؟,['هل يمكنني الحصول على تذكرة متعددة الرحلات؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e2e45e0>,4.02724819242185,22.461055989666256,0.0,0.0005046060541644692,0.0,0.008652532123960555,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nCan I have a multiple ticket?\nTranslation:'}]}]",True,,(),egy,False,None,None
Blobheart:command-r,عايز تفاح، من فضلك .,['عاوز تفاح كام، لو سمحت.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e2e4d00>,10.552670315936318,20.845931337920458,0.0,0.0,0.0,0.0,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI'd like some apples, please.\nTranslation:""}]}]",True,,(),egy,False,None,None
Blobheart:command-r,عملتها.,['عملتها.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e2e4d90>,0.0,100.0,0.03936007095993821,0.3489578366279602,0.1127931997179985,0.4124651178717613,0.04652326041681737,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nYou did it.\nTranslation:'}]}]",True,,(),egy,False,None,None
Blobheart:command-r,مية و خمسة وتلاتين ين الدولار.,['مائة وخمسة وثلاثون ين للدولار الواحد.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e2e4c70>,3.377156414337854,34.34308848943618,7.688340242924425e-05,0.0067435139790177345,0.011401088908314705,0.015473091043531895,0.0001764100866737551,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nA hundred and thirty-five yen per dollar.\nTranslation:'}]}]",True,,(),egy,False,None,None
Blobheart:command-r,هو لسه كله محجوز؟,['هل ما زال ممتلئاً تماماً بالحجوزات؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e2e43d0>,6.285596338261262,11.38534139714918,5.112840929703301e-06,0.0015472759259864688,0.003304414451122284,0.37206751003395766,0.001229465256949295,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nIs it still fully booked?\nTranslation:'}]}]",True,,(),egy,False,None,None
Blobheart:command-r,ايه حفلة اوبرا النهاردة؟,['إيه الأوبرا بتاع النهارده؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e2e4460>,4.456882760699063,27.644258406219794,0.9295221867662846,0.9833828806877136,0.945229172706604,0.9839670365327038,0.9300743479123764,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhat's today's opera?\nTranslation:""}]}]",True,,(),egy,False,None,None
Blobheart:command-r,عايز تذكرتين ذهاب وعودة لأكسفورد.,['أريد تذكرتين ذهاباً وإياباً إلى أوكسفورد.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e2e43a0>,25.34743707366162,41.42798035921681,8.955200755708659e-05,0.0010485504753887653,0.08540552854537964,0.003711335826665163,0.0003169685978857417,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI'd like two round-trip tickets to Oxford.\nTranslation:""}]}]",True,,(),egy,False,None,None
Blobheart:command-r,أشتري منين تذكرة تزلج الجبل؟,['فين ممكن أشتري تذكرة تصعيد بالكويبونات؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e2e4970>,13.912311644176565,28.13303483229182,0.6759067313939049,0.9142796397209167,0.7392778992652893,0.9410378709435463,0.6956885003602253,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhere can I buy a coupon lift ticket?\nTranslation:'}]}]",True,,(),egy,False,None,None
Blobheart:command-r,هو إنت سمعت قبل كدة عن الأسبوع الدهبي في اليابان؟,['سمعت من قبل عن الأسبوع الذهبي في اليابان؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e2e4e20>,40.438437976330746,55.33339980495619,5.552116489245256e-06,0.0008670927491039038,0.0064031402580440044,0.00522511568851769,3.3457148618084936e-05,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nHave you ever heard of a Golden Week in Japan?\nTranslation:'}]}]",True,,(),egy,False,None,None
Blobheart:command-r,ده في اخر القاعة .,['كلّه في آخر الممر.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e2e4a90>,5.522397783539471,20.970462595623143,0.004410658801831335,0.011319627054035664,0.3896470069885254,0.030787191353738308,0.011996136964567139,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nIt's all the way down the hall.\nTranslation:""}]}]",True,,(),egy,False,None,None
Blobheart:command-r,قولي على حته كويسه في النهر ده، لو سمحت .,['قُل لّي مَوْقِعاً جَيِّداً فِي هَذَا النَّهْرِ، مِنْ فَضْلِكَ.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e2e4910>,1.0755798168739934,9.59283120668998,0.0,0.004019386600703001,0.0,0.0273734494112432,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nTell me a good spot of this river, please.\nTranslation:'}]}]",True,,(),egy,False,None,None
Blobheart:command-r,رحلة المشي بتاعتنا لازم تكون مليانه بالمتعة .,['رحلتنا للمشي يجب أن تكون ممتعة جداً.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e2e4dc0>,3.9605331345840415,22.920283655287275,0.0,0.008237289264798164,0.0,0.02702871896326542,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nOur hiking trip should be lots of fun.\nTranslation:'}]}]",True,,(),egy,False,None,None
Blobheart:command-r,ممكن تبعته على عنواني في اليابان بالبريد عن طريق كويكت انرناشيونال بارسل؟,['هل يمكنك إرسالها إلى عنواني في اليابان عن طريق البريد الدولي للطرود إلى أن يصل إلى هناك؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e3ae5e0>,15.718877363021202,39.53722434310659,0.0,0.00036870830808766186,0.0,0.001776336837792769,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nCould you send it to my address in Japan by collect international parcel post?\nTranslation:'}]}]",True,,(),egy,False,None,None
Blobheart:command-r,مخارج الطوارئ موجودة في الطيارة قدام، في النص، وورا.,['توجد مخارج الطوارئ في مقدمة الطائرة ووسطها وخلفها.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e3aec10>,20.826058354833847,33.165905908869945,2.265883647769573e-07,0.0009356904192827642,0.00024216168094426394,0.003421519824769348,8.285609921502687e-07,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nThe emergency exits are located in the front, middle, and back of this plane.\nTranslation:'}]}]",True,,(),egy,False,None,None
Blobheart:command-r,عايزة البس حاجة شيك .,['أنا أبحث عن شيء رسمي.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e326e80>,0.0,9.812659790230871,4.953674607427981e-05,0.005926346406340599,0.008358732797205448,0.07709038071334362,0.0006443778936176797,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI'm looking for something dressy.\nTranslation:""}]}]",True,,(),egy,False,None,None
Blobheart:command-r,أوكي. هاخدك من عند الفندق بتاعك الساعة تمانية.,"[""حاضر هاجيبك من الفندق بتاعك الساعة eight o'clock.""]",['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e326ac0>,27.700512338542904,42.30482539104618,0.9380304707863161,0.9903926849365234,0.9471298456192017,0.9909376479336061,0.9385466215056111,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nOkay. I'll pick you up at your hotel at eight o'clock.\nTranslation:""}]}]",True,,(),egy,False,None,None
Blobheart:command-r,ده شارع ايه؟,['إيه الشارع ده؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e326a90>,8.643019616048525,24.665069307524696,0.9388009939680586,0.9807643294334412,0.9572136402130127,0.9815462912083603,0.9395494984451365,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhat street is this?\nTranslation:'}]}]",True,,(),egy,False,None,None
Blobheart:command-r,تسعة وعشرين أغسطس.,['تاسع وعشرون من أغسطس.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e3269a0>,40.35278637463991,44.625349390605265,0.0,0.0285083819180727,0.0,0.06740364991128445,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nAugust twenty-ninth.\nTranslation:'}]}]",True,,(),egy,False,None,None
Blobheart:command-r,عايز تقفل الحساب دلوقتي؟,['عايز تسدد الفاتورة دلوقتي؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e3267f0>,27.901593935858266,36.557570200791226,0.820204479628579,0.9923442006111145,0.826532244682312,0.9927656679938082,0.8205528360104571,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nDo you want to settle the bill now?\nTranslation:'}]}]",True,,(),egy,False,None,None
Blobheart:command-r,ماعيش فلوس .,['مَا عِنْدِيش فَلُوس.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e3262e0>,2.908317710573757,23.26296178056394,0.0,0.0,0.0,0.0,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI don't have any money.\nTranslation:""}]}]",True,,(),egy,False,None,None
Blobheart:command-r,اكتر حاجه اتباعت عندنا في اخر اربع سنسن هي مكنه التصوير ايه اكس ربعميه و خمسين .,['أفضل منتجاتنا مبيعاً على مدى السنوات الأربع الماضية كان آلة التصوير AX-450.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e326520>,5.0794638303243715,14.827347170342794,1.1414981758549195e-05,0.0028390870429575443,0.0040206522680819035,0.005369044141843915,2.1587059506336594e-05,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nOur top-seller for the last four years has been the AX-four five zero copier.\nTranslation:'}]}]",True,,(),egy,False,None,None
Blobheart:command-r,ده مناسب بالظبط.,['يناسب تماما.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e326460>,9.688464563433238,16.23976548200186,0.0,0.010523339733481407,0.0,0.03847531974315643,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nIt fits just right.\nTranslation:'}]}]",True,,(),egy,False,None,None
Blobheart:command-r,عايز اراجع على حاجاتي الغالية .,['أريد التأكد من مقتنياتي الثمينة.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e326580>,3.3864985683445354,13.88297953287409,1.8600192894222857e-06,0.0009626552928239107,0.0019321758300065994,0.0024182037450373173,4.672394828192546e-06,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI'd like to check my valuables.\nTranslation:""}]}]",True,,(),egy,False,None,None
Blobheart:command-r,مستر كوبايشي كان بيدور عليك .,['السيّد كوباياشي كان يبحث عنك.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e326d30>,12.35622127262679,25.8054161983008,1.486401003785115e-06,0.006110730580985546,0.00024324440164491534,0.017112399451434612,4.16249536527299e-06,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nMr. Kobayashi has been looking for you.\nTranslation:'}]}]",True,,(),egy,False,None,None
Blobheart:command-r,عايز مكان صغير .,['أريد مكاناً صغيراً.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e326bb0>,4.767707020457095,25.544510740879417,0.0,0.0004496745823416859,0.0,0.0011119245027657598,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI would like someplace small.\nTranslation:'}]}]",True,,(),egy,False,None,None
Blobheart:command-r,ممكن تسلفني حبل جر، إذا سمحت؟,['هل يمكنك أن تعيرني حبل سحب، لو سمحت؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e326d00>,13.912311644176565,25.908149006612902,6.929587190080723e-05,0.0026124222204089165,0.026525525376200676,0.4628923339769244,0.012278462351353667,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nCan you lend me a towrope, please?\nTranslation:'}]}]",True,,(),egy,False,None,None
Blobheart:command-r,عندك أي كراسي فاضية للندن؟,['هل لديكم أي مقاعد شاغرة متجهة إلى لندن؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e326cd0>,3.1251907639724417,17.893485447156202,0.0,0.0007035042508505285,0.0,0.022463630826678127,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nDo you have any vacant seats for London?\nTranslation:'}]}]",True,,(),egy,False,None,None
Blobheart:command-r,لسه فيه كراسي لمسرحية الليله؟,['هل ما زال هناك مقاعد متاحة لعرض الليلة؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e3268b0>,3.3864985683445354,13.692134916811721,0.0,0.001541264820843935,0.0,0.40325547056272626,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nDo you still have seats for tonight's performance?\nTranslation:""}]}]",True,,(),egy,False,None,None
Blobheart:command-r,فكرة حلوة.,['فكرة رائعة.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e326160>,0.0,28.08619739797432,0.0,0.02898353897035122,0.0,0.12414212338626385,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nLovely idea.\nTranslation:'}]}]",True,,(),egy,False,None,None
Blobheart:command-r,اكيد، خد وقتك .,['أكيد، خذ وقتك.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e326850>,18.575057999133602,46.10479797979797,0.0003803385621118892,0.0012122957268729806,0.31373414397239685,0.0035589918261393905,0.0011165772539785991,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nSure, take your time.\nTranslation:'}]}]",True,,(),egy,False,None,None
