estimator,generations,finish_reasons,turns,acc,line_acc,en_word%,out_of_range_word%,has_word_codeswitch,has_line_codeswitch,prob,line_prob,macro_prob,line_macro_prob,dialectness,line_dialectness,score,macro_score,prob_Algerian_Arabic,prob_Bahrani_Arabic,prob_Egyptian_Arabic,prob_Iraqi_Arabic,prob_Jordanian_Arabic,prob_Kuwaiti_Arabic,prob_Lebanese_Arabic,prob_Libyan_Arabic,prob_Moroccan_Arabic,prob_Omani_Arabic,prob_Palestinian_Arabic,prob_Qatari_Arabic,prob_Saudi_Arabic,prob_Sudanese_Arabic,prob_Syrian_Arabic,prob_Tunisian_Arabic,prob_Emirati_Arabic,prob_Yemeni_Arabic,raw_data_hash,tokens,line_preds,line_preds_list,en_words,out_of_range_words,out_of_range_blocks,_raw_turns,_3,_4,_5,_6,_7,from_cache,documents,desired_output_language,desired_output_dialect,too_few_tokens,error,error_traceback,completion,chat_preamble
OpenAIAPI:gpt-4o-2024-08-06,['تقرير السنوي كيحتوي على مجموعة ديال المعلومات اللي كتلخص الأداء ديال الشركة ولا المؤسسة خلال العام كامل. هاد التقرير كيشمل عادة:\n\n1. **الملخص التنفيذي**: كيقدم نظرة عامة على الأهداف والإنجازات الرئيسية.\n   \n2. **البيانات المالية**: بحال الميزانية العامة، حساب الأرباح والخسائر، والتدفقات النقدية.\n\n3. **تحليل الأداء**: كيشرح كيفاش دازت'],['length'],<wandb.sdk.data_types.html.Html object at 0x7f7c068a6be0>,1.0,1.0,0.0,0.0,0.0,0.0,0.9956995248794556,0.9921204447746277,0.9965076459920965,0.9967062288196757,0.24713461101055145,0.16532348841428757,0.24607181476447515,0.24627152946129707,0.00048002711264416575,0.00022278341930359602,0.00046463037142530084,0.0001388450909871608,0.00016994387260638177,0.0002761111536528915,0.0002755884197540581,0.0001822386693675071,0.9956995248794556,9.484019392402843e-05,0.00019063346553593874,0.00042379723163321614,0.0001585173886269331,0.0001720757136354223,0.000217610620893538,0.00014585533062927425,0.0005516294040717185,0.00013527597184292972,0.93925376,"['تقرير', 'السنوي', 'كيحتوي', 'على', 'مجموعة', 'ديال', 'المعلومات', 'اللي', 'كتلخص', 'الأداء', 'ديال', 'الشركة', 'ولا', 'المؤسسة', 'خلال', 'العام', 'كامل', 'هاد', 'التقرير', 'كيشمل', 'عادة', '1', 'الملخص', 'التنفيذي', 'كيقدم', 'نظرة', 'عامة', 'على', 'الأهداف', 'والإنجازات', 'الرئيسية', '2', 'البيانات', 'المالية', 'بحال', 'الميزانية', 'العامة', 'حساب', 'الأرباح', 'والخسائر', 'والتدفقات', 'النقدية', '3', 'تحليل', 'الأداء', 'كيشرح', 'كيفاش', 'دازت']","0. [ar]: تقرير السنوي كيحتوي على مجموعة ديال المعلومات اللي كتلخص الأداء ديال الشركة ولا المؤسسة خلال العام كامل هاد التقرير كيشمل عادة
1. [ar]: 1 الملخص التنفيذي كيقدم نظرة عامة على الأهداف والإنجازات الرئيسية
2. [ar]: 2 البيانات المالية بحال الميزانية العامة حساب الأرباح والخسائر والتدفقات النقدية
3. [ar]: 3 تحليل الأداء كيشرح كيفاش دازت","[True, True, True, True]",[],[],[],"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Respond in Moroccan Arabic. What does an annual report contains?'}]}]",Start,respond in {language_requested},Stand alone,36,6,False,(),ar,mar,False,None,None,None,None
OpenAIAPI:gpt-4o-2024-08-06,['تقرير السنوي كيحتوي على مجموعة من المعلومات المهمة اللي كتعكس الأداء ديال الشركة أو المؤسسة خلال العام. هاد المعلومات كتشمل:\n\n1. **التقرير المالي**: كيحتوي على الميزانية العامة، حساب الأرباح والخسائر، وتقرير التدفقات النقدية. هاد الوثائق كتعطي فكرة على الوضع المالي ديال الشركة.\n\n2. **تقرير الإدارة**: كيقدم نظرة عامة على الأنشطة اللي دارتها الشركة خلال العام'],['length'],<wandb.sdk.data_types.html.Html object at 0x7f7c068a6a00>,1.0,1.0,0.0,0.0,0.0,0.0,0.9955644607543945,0.996001660823822,0.996491370970034,0.9970364852924831,0.18945011496543884,0.21486408511797586,0.18860980154542517,0.1887854047923407,0.0005258534802123904,0.00019524592789821327,0.000534261402208358,0.00012898386921733618,0.00017135644156951457,0.0002724215737544,0.00026950723258778453,0.00022084212105255574,0.9955644607543945,9.430479985894635e-05,0.00018682343943510205,0.00041927178972400725,0.00016599726222921163,0.00016483808576595038,0.0002135318936780095,0.0001802146143745631,0.00055865035392344,0.00013341245357878506,0.93925376,"['تقرير', 'السنوي', 'كيحتوي', 'على', 'مجموعة', 'من', 'المعلومات', 'المهمة', 'اللي', 'كتعكس', 'الأداء', 'ديال', 'الشركة', 'أو', 'المؤسسة', 'خلال', 'العام', 'هاد', 'المعلومات', 'كتشمل', '1', 'التقرير', 'المالي', 'كيحتوي', 'على', 'الميزانية', 'العامة', 'حساب', 'الأرباح', 'والخسائر', 'وتقرير', 'التدفقات', 'النقدية', 'هاد', 'الوثائق', 'كتعطي', 'فكرة', 'على', 'الوضع', 'المالي', 'ديال', 'الشركة', '2', 'تقرير', 'الإدارة', 'كيقدم', 'نظرة', 'عامة', 'على', 'الأنشطة', 'اللي', 'دارتها', 'الشركة', 'خلال', 'العام']","0. [ar]: تقرير السنوي كيحتوي على مجموعة من المعلومات المهمة اللي كتعكس الأداء ديال الشركة أو المؤسسة خلال العام هاد المعلومات كتشمل
1. [ar]: 1 التقرير المالي كيحتوي على الميزانية العامة حساب الأرباح والخسائر وتقرير التدفقات النقدية هاد الوثائق كتعطي فكرة على الوضع المالي ديال الشركة
2. [ar]: 2 تقرير الإدارة كيقدم نظرة عامة على الأنشطة اللي دارتها الشركة خلال العام","[True, True, True]",[],[],[],"[{'role': 'User', 'content': [{'type': 'text', 'text': 'What does an annual report contains? Use Moroccan Arabic.'}]}]",End,use {language_requested},Stand alone,36,6,False,(),ar,mar,False,None,None,None,None
OpenAIAPI:gpt-4o-2024-08-06,['بالنسبة لأفضل البرمجيات لإدارة خدمات الموظفين وحجز الخدمات بحال طلب الغداء، حجز المواعيد الطبية، أو حجز خزانات الدراجات، كاينين بزاف الخيارات اللي ممكن تكون مناسبة. من بين البرمجيات المعروفة اللي كتقدم هاد الخدمات كاين:\n\n1. **OfficeSpace**: هاد البرنامج كيساعد فإدارة المساحات والخدمات داخل الشركات، وكيقدم ميزات بحال حجز الم'],['length'],<wandb.sdk.data_types.html.Html object at 0x7f7c068a69d0>,1.0,1.0,0.0,0.02040816326530612,0.0,0.0,0.9959871172904968,0.9961222410202026,0.9968598837731406,0.9971212163945893,0.37530794739723206,0.38807743787765503,0.3738018806243826,0.3741294368215407,0.0005625209887512028,0.00020480889361351728,0.0003434877435211092,0.0001220956037286669,0.0001644767908146605,0.00026015107869170606,0.0002394938055658713,0.00016685975424479693,0.9959871172904968,9.647822298575193e-05,0.00018000816635321826,0.0004105188127141446,0.00013692954962607473,0.0001544995466247201,0.00019668741151690483,0.00014338573964778334,0.0005142696900293231,0.0001161270629381761,0.974829568,"['بالنسبة', 'لأفضل', 'البرمجيات', 'لإدارة', 'خدمات', 'الموظفين', 'وحجز', 'الخدمات', 'بحال', 'طلب', 'الغداء', 'حجز', 'المواعيد', 'الطبية', 'أو', 'حجز', 'خزانات', 'الدراجات', 'كاينين', 'بزاف', 'الخيارات', 'اللي', 'ممكن', 'تكون', 'مناسبة', 'من', 'بين', 'البرمجيات', 'المعروفة', 'اللي', 'كتقدم', 'هاد', 'الخدمات', 'كاين', '1', 'OfficeSpace', 'هاد', 'البرنامج', 'كيساعد', 'فإدارة', 'المساحات', 'والخدمات', 'داخل', 'الشركات', 'وكيقدم', 'ميزات', 'بحال', 'حجز', 'الم']","0. [ar]: بالنسبة لأفضل البرمجيات لإدارة خدمات الموظفين وحجز الخدمات بحال طلب الغداء حجز المواعيد الطبية أو حجز خزانات الدراجات كاينين بزاف الخيارات اللي ممكن تكون مناسبة من بين البرمجيات المعروفة اللي كتقدم هاد الخدمات كاين
1. [ar]: 1 OfficeSpace هاد البرنامج كيساعد فإدارة المساحات والخدمات داخل الشركات وكيقدم ميزات بحال حجز الم","[True, True]",[],['OfficeSpace'],[['Basic Latin']],"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Write in Moroccan Arabic. what is the best software for managing employee services/booking services? This could include ordering lunch, booking medical appointments, reserving bike lockers etc'}]}]",Start,write in {language_requested},Stand alone,166,22,False,(),ar,mar,False,None,None,None,None
OpenAIAPI:gpt-4o-2024-08-06,"['بالنسبة لإدارة خدمات الموظفين وحجز الخدمات، كاينين بزاف ديال البرمجيات اللي ممكن تساعد فهذ الشي. واحد من البرمجيات المشهورة هو ""OfficeSpace"" اللي كيسمح لك تدير حجوزات لمكاتب، وغرف الاجتماعات، وحتى خدمات أخرى بحال حجز خزانات الدراجات. ""Envoy"" هو خيار آخر زوين، كيساعد فتنظيم دخول الموظفين والزوار، وكيقدم']",['length'],<wandb.sdk.data_types.html.Html object at 0x7f7c068a6490>,1.0,1.0,0.0,0.0425531914893617,0.0,0.0,0.9958993792533875,0.9958643913269043,0.9967685034353053,0.9967109818971949,0.380707710981369,0.49024274945259094,0.37914657304332344,0.37947745532117994,0.0005628994549624622,0.00022557390911970288,0.00033616312430240214,0.00012798409443348646,0.0001438166800653562,0.0002715709269978106,0.00021208601538091898,0.00017378764459863305,0.9958993792533875,0.00010795322305057198,0.0001656706299399957,0.00046151981223374605,0.00014565576566383243,0.00015328737208619714,0.00018370414909441024,0.00013243708235677332,0.0005783518427051604,0.0001181163897854276,0.974829568,"['بالنسبة', 'لإدارة', 'خدمات', 'الموظفين', 'وحجز', 'الخدمات', 'كاينين', 'بزاف', 'ديال', 'البرمجيات', 'اللي', 'ممكن', 'تساعد', 'فهذ', 'الشي', 'واحد', 'من', 'البرمجيات', 'المشهورة', 'هو', 'OfficeSpace', 'اللي', 'كيسمح', 'لك', 'تدير', 'حجوزات', 'لمكاتب', 'وغرف', 'الاجتماعات', 'وحتى', 'خدمات', 'أخرى', 'بحال', 'حجز', 'خزانات', 'الدراجات', 'Envoy', 'هو', 'خيار', 'آخر', 'زوين', 'كيساعد', 'فتنظيم', 'دخول', 'الموظفين', 'والزوار', 'وكيقدم']",0. [ar]: بالنسبة لإدارة خدمات الموظفين وحجز الخدمات كاينين بزاف ديال البرمجيات اللي ممكن تساعد فهذ الشي واحد من البرمجيات المشهورة هو OfficeSpace اللي كيسمح لك تدير حجوزات لمكاتب وغرف الاجتماعات وحتى خدمات أخرى بحال حجز خزانات الدراجات Envoy هو خيار آخر زوين كيساعد فتنظيم دخول الموظفين والزوار وكيقدم,[True],[],"['OfficeSpace', 'Envoy']","[['Basic Latin'], ['Basic Latin']]","[{'role': 'User', 'content': [{'type': 'text', 'text': 'what is the best software for managing employee services/booking services? This could include ordering lunch, booking medical appointments, reserving bike lockers etc. Reply in Moroccan Arabic.'}]}]",End,reply in {language_requested},Stand alone,166,22,False,(),ar,mar,False,None,None,None,None
OpenAIAPI:gpt-4o-2024-08-06,"[""Times and motion study huwa wa7ed lmethoda li kaydiruha lmechari3 w lmo2assassat bash yqisu w y7assnu l'efficacité dyal l3amal. Kay3tamed 3la tqyiis wa9t li kayakhod chi processus ou chi 3amal, w kifach kayt7arrak l3omal ou l'outils f hadak lprocessus. L'objectif huwa t7did l'""]",['length'],<wandb.sdk.data_types.html.Html object at 0x7f7c068a6220>,0.0,0.0,0.06976744186046512,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.912715264,"['Times', 'and', 'motion', 'study', 'huwa', 'wa7ed', 'lmethoda', 'li', 'kaydiruha', 'lmechari3', 'w', 'lmo2assassat', 'bash', 'yqisu', 'w', 'y7assnu', 'lefficacité', 'dyal', 'l3amal', 'Kay3tamed', '3la', 'tqyiis', 'wa9t', 'li', 'kayakhod', 'chi', 'processus', 'ou', 'chi', '3amal', 'w', 'kifach', 'kayt7arrak', 'l3omal', 'ou', 'loutils', 'f', 'hadak', 'lprocessus', 'Lobjectif', 'huwa', 't7did', 'l']",0. [unknown]: Times and motion study huwa wa7ed lmethoda li kaydiruha lmechari3 w lmo2assassat bash yqisu w y7assnu lefficacité dyal l3amal Kay3tamed 3la tqyiis wa9t li kayakhod chi processus ou chi 3amal w kifach kayt7arrak l3omal ou loutils f hadak lprocessus Lobjectif huwa t7did l,[False],"['motion', 'study', 'bash']","['Times', 'and', 'motion', 'study', 'huwa', 'wa7ed', 'lmethoda', 'li', 'kaydiruha', 'lmechari3', 'w', 'lmo2assassat', 'bash', 'yqisu', 'w', 'y7assnu', 'lefficacité', 'dyal', 'l3amal', 'Kay3tamed', '3la', 'tqyiis', 'wa9t', 'li', 'kayakhod', 'chi', 'processus', 'ou', 'chi', '3amal', 'w', 'kifach', 'kayt7arrak', 'l3omal', 'ou', 'loutils', 'f', 'hadak', 'lprocessus', 'Lobjectif', 'huwa', 't7did', 'l']","[['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['C1 Controls and Latin-1 Supplement', 'Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin']]","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Reply in Moroccan Arabic. What is a times and motion study?'}]}]",Start,reply in {language_requested},Stand alone,33,7,False,(),ar,mar,False,None,None,None,None
OpenAIAPI:gpt-4o-2024-08-06,['دراسة الوقت والحركة هي تقنية كتستعمل باش نحسنوا الإنتاجية والفعالية فالمجال الصناعي أو الخدماتي. الهدف منها هو تحليل الوقت اللي كياخدو العمال باش يديروا مهام معينة وتحليل الحركات اللي كيقوموا بها. من بعد، كيتحددوا الطرق اللي يمكن بها تقليل الوقت الضائع وتحسين الحركات باش تكون أكثر فعالية. هاد الدراسة كتساعد الشركات باش تزيد من الإنتاجية وتقلل من الت'],['length'],<wandb.sdk.data_types.html.Html object at 0x7f7c068a66a0>,1.0,1.0,0.0,0.0,0.0,0.0,0.9956380724906921,0.9957064986228943,0.9965105986048002,0.9966233964223647,0.3787914514541626,0.3502184748649597,0.37713919060177403,0.37746969603496866,0.0005211575771681964,0.0002295638114446774,0.00038451983709819615,0.00013050297275185585,0.00016327612684108317,0.0002795725013129413,0.00025631586322560906,0.00019868607341777533,0.9956380724906921,9.952733671525493e-05,0.00019923955551348627,0.00045222704648040235,0.00015155207074712962,0.00016029331891331822,0.00022770502255298197,0.00015268246352206916,0.0006229589926078916,0.00013215279614087194,0.912715264,"['دراسة', 'الوقت', 'والحركة', 'هي', 'تقنية', 'كتستعمل', 'باش', 'نحسنوا', 'الإنتاجية', 'والفعالية', 'فالمجال', 'الصناعي', 'أو', 'الخدماتي', 'الهدف', 'منها', 'هو', 'تحليل', 'الوقت', 'اللي', 'كياخدو', 'العمال', 'باش', 'يديروا', 'مهام', 'معينة', 'وتحليل', 'الحركات', 'اللي', 'كيقوموا', 'بها', 'من', 'بعد', 'كيتحددوا', 'الطرق', 'اللي', 'يمكن', 'بها', 'تقليل', 'الوقت', 'الضائع', 'وتحسين', 'الحركات', 'باش', 'تكون', 'أكثر', 'فعالية', 'هاد', 'الدراسة', 'كتساعد', 'الشركات', 'باش', 'تزيد', 'من', 'الإنتاجية', 'وتقلل', 'من', 'الت']",0. [ar]: دراسة الوقت والحركة هي تقنية كتستعمل باش نحسنوا الإنتاجية والفعالية فالمجال الصناعي أو الخدماتي الهدف منها هو تحليل الوقت اللي كياخدو العمال باش يديروا مهام معينة وتحليل الحركات اللي كيقوموا بها من بعد كيتحددوا الطرق اللي يمكن بها تقليل الوقت الضائع وتحسين الحركات باش تكون أكثر فعالية هاد الدراسة كتساعد الشركات باش تزيد من الإنتاجية وتقلل من الت,[True],[],[],[],"[{'role': 'User', 'content': [{'type': 'text', 'text': 'What is a times and motion study? Respond in Moroccan Arabic.'}]}]",End,respond in {language_requested},Stand alone,33,7,False,(),ar,mar,False,None,None,None,None
OpenAIAPI:gpt-4o-2024-08-06,['بالطبع، كاين بزاف ديال الوثائق اللي ممكن تكون متكررة بزاف فشركة وحدة وهاد الشي كيخليها مناسبة باش تدرّب عليها شبكة عصبية. من بين هاد الوثائق:\n\n1. **الفواتير**: الفواتير عندها نفس التصميم تقريباً فكل مرة، كيتبدل غير المعلومات بحال الأسماء، التواريخ، والمبالغ. هاد التشابه فالتصميم كيخلي'],['length'],<wandb.sdk.data_types.html.Html object at 0x7f7c068a6850>,1.0,1.0,0.0,0.0,0.0,0.0,0.9958944320678711,0.9959861040115356,0.9967899171460886,0.9971022022073157,0.7622972130775452,0.6389186382293701,0.7591675500847828,0.7598501758642605,0.0005941538838669658,0.00020409339049365371,0.0003863215970341116,0.00012305148993618786,0.00014624772302340716,0.00025064038345590234,0.000237472471781075,0.00016475425218231976,0.9958944320678711,8.959112892625853e-05,0.0001741705636959523,0.0004298514686524868,0.00015027605695649981,0.00014357079635374248,0.00021555098646786064,0.00013657694216817617,0.0005428504664450884,0.00011639653530437499,0.409831424,"['بالطبع', 'كاين', 'بزاف', 'ديال', 'الوثائق', 'اللي', 'ممكن', 'تكون', 'متكررة', 'بزاف', 'فشركة', 'وحدة', 'وهاد', 'الشي', 'كيخليها', 'مناسبة', 'باش', 'تدرّب', 'عليها', 'شبكة', 'عصبية', 'من', 'بين', 'هاد', 'الوثائق', '1', 'الفواتير', 'الفواتير', 'عندها', 'نفس', 'التصميم', 'تقريباً', 'فكل', 'مرة', 'كيتبدل', 'غير', 'المعلومات', 'بحال', 'الأسماء', 'التواريخ', 'والمبالغ', 'هاد', 'التشابه', 'فالتصميم', 'كيخلي']","0. [ar]: بالطبع كاين بزاف ديال الوثائق اللي ممكن تكون متكررة بزاف فشركة وحدة وهاد الشي كيخليها مناسبة باش تدرّب عليها شبكة عصبية من بين هاد الوثائق
1. [ar]: 1 الفواتير الفواتير عندها نفس التصميم تقريباً فكل مرة كيتبدل غير المعلومات بحال الأسماء التواريخ والمبالغ هاد التشابه فالتصميم كيخلي","[True, True]",[],[],[],"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Respond in Moroccan Arabic. i am using a neural network to do object detection in documents. can you think of documents that might be very repititive that a single company would produce? and describe why they are similar and would be easy to fine tune a NN on'}]}]",Start,respond in {language_requested},Stand alone,231,44,False,(),ar,mar,False,None,None,None,None
OpenAIAPI:gpt-4o-2024-08-06,['فحالة شركة كتنتج وثائق بزاف وبشكل متكرر، كاين بعض الأنواع ديال الوثائق اللي ممكن تكون متشابهة بزاف وهادشي كيخليها مناسبة باش تدرّب عليها شبكة عصبية. من بين هاد الوثائق:\n\n1. **الفواتير**: الفواتير غالباً كتكون عندها نفس الهيكلية، فيها معلومات بحال اسم الشركة، العنوان، رقم الفاتورة، التاريخ، ول'],['length'],<wandb.sdk.data_types.html.Html object at 0x7f7c068a6040>,1.0,1.0,0.0,0.0,0.0,0.0,0.995894193649292,0.9958958625793457,0.9967537307238672,0.9970151410670951,0.7239764332771301,0.42730987817049026,0.721003926239618,0.7216262108251383,0.0005508158938027918,0.00020366499666124582,0.00038459929055534303,0.00012998399324715137,0.0001603411219548434,0.00024636441958136857,0.000255289749475196,0.00016258168034255505,0.995894193649292,8.953431097324938e-05,0.00018769819871522486,0.0004140466917306185,0.00013658980606123805,0.00015208817785605788,0.00021788410958833992,0.0001461395004298538,0.0005435572238638997,0.0001246736355824396,0.409831424,"['فحالة', 'شركة', 'كتنتج', 'وثائق', 'بزاف', 'وبشكل', 'متكرر', 'كاين', 'بعض', 'الأنواع', 'ديال', 'الوثائق', 'اللي', 'ممكن', 'تكون', 'متشابهة', 'بزاف', 'وهادشي', 'كيخليها', 'مناسبة', 'باش', 'تدرّب', 'عليها', 'شبكة', 'عصبية', 'من', 'بين', 'هاد', 'الوثائق', '1', 'الفواتير', 'الفواتير', 'غالباً', 'كتكون', 'عندها', 'نفس', 'الهيكلية', 'فيها', 'معلومات', 'بحال', 'اسم', 'الشركة', 'العنوان', 'رقم', 'الفاتورة', 'التاريخ', 'ول']","0. [ar]: فحالة شركة كتنتج وثائق بزاف وبشكل متكرر كاين بعض الأنواع ديال الوثائق اللي ممكن تكون متشابهة بزاف وهادشي كيخليها مناسبة باش تدرّب عليها شبكة عصبية من بين هاد الوثائق
1. [ar]: 1 الفواتير الفواتير غالباً كتكون عندها نفس الهيكلية فيها معلومات بحال اسم الشركة العنوان رقم الفاتورة التاريخ ول","[True, True]",[],[],[],"[{'role': 'User', 'content': [{'type': 'text', 'text': 'i am using a neural network to do object detection in documents. can you think of documents that might be very repititive that a single company would produce? and describe why they are similar and would be easy to fine tune a NN on. Write in Moroccan Arabic.'}]}]",End,write in {language_requested},Stand alone,231,44,False,(),ar,mar,False,None,None,None,None
OpenAIAPI:gpt-4o-2024-08-06,['**وثيقة متطلبات المنتج: برنامج مساعدة رواد الأعمال في تحديد السوق المستهدف وبناء الأعمال**\n\n---\n\n**المقدمة:**\n\nهاد الوثيقة كتوضح المتطلبات ديال برنامج جديد غادي يعاون رواد الأعمال باش يحددوا السوق المستهدف ديالهم ويبداو يبنيوا مشاريعهم. الهدف هو توفير أدوات وتحليلات اللي كتسهل عليهم اتخاذ القرارات الصحيحة.\n\n---\n\n**1. أهداف البرنامج:**\n\n- مساعدة رواد الأعمال في فهم السوق'],['length'],<wandb.sdk.data_types.html.Html object at 0x7f7c068a6160>,1.0,1.0,0.0,0.0,0.0,0.0,0.9957503080368042,0.36311888694763184,0.9966726490965812,0.4394530039280653,0.15386998653411865,0.14593713482220969,0.15321608648896756,0.1533580070954153,0.0005151223740540445,0.00019704744045156986,0.00045155076077207923,0.00015259937208611518,0.0001766513887559995,0.00026601116405799985,0.0002619452425278723,0.00022244449064601213,0.9957503080368042,8.326423994731158e-05,0.00019653829804155976,0.0003791356284637004,0.00015685171820223331,0.0001566841237945482,0.0002289036347065121,0.00018477419507689774,0.0004879827902186662,0.00013201666297391057,0.754092032,"['وثيقة', 'متطلبات', 'المنتج', 'برنامج', 'مساعدة', 'رواد', 'الأعمال', 'في', 'تحديد', 'السوق', 'المستهدف', 'وبناء', 'الأعمال', 'هاد', 'الوثيقة', 'كتوضح', 'المتطلبات', 'ديال', 'برنامج', 'جديد', 'غادي', 'يعاون', 'رواد', 'الأعمال', 'باش', 'يحددوا', 'السوق', 'المستهدف', 'ديالهم', 'ويبداو', 'يبنيوا', 'مشاريعهم', 'الهدف', 'هو', 'توفير', 'أدوات', 'وتحليلات', 'اللي', 'كتسهل', 'عليهم', 'اتخاذ', 'القرارات', 'الصحيحة', 'مساعدة', 'رواد', 'الأعمال', 'في', 'فهم', 'السوق']","0. [ar]: وثيقة متطلبات المنتج برنامج مساعدة رواد الأعمال في تحديد السوق المستهدف وبناء الأعمال
1. [ar]: هاد الوثيقة كتوضح المتطلبات ديال برنامج جديد غادي يعاون رواد الأعمال باش يحددوا السوق المستهدف ديالهم ويبداو يبنيوا مشاريعهم الهدف هو توفير أدوات وتحليلات اللي كتسهل عليهم اتخاذ القرارات الصحيحة
2. [ar]:  مساعدة رواد الأعمال في فهم السوق","[True, True, True]",[],[],[],"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Use Moroccan Arabic. write a product requirements document for a software that helps entrepreneurs identify a target market and begin building a business'}]}]",Start,use {language_requested},Stand alone,132,20,False,(),ar,mar,False,None,None,None,None
OpenAIAPI:gpt-4o-2024-08-06,['**وثيقة متطلبات المنتج: برنامج لمساعدة رواد الأعمال على تحديد السوق المستهدف وبدء بناء الأعمال**\n\n---\n\n**مقدمة:**\n\nهاد الوثيقة كتهدف توضح المتطلبات الأساسية لبرمجية غادي تعاون رواد الأعمال فالمغرب على تحديد السوق المستهدف ديالهم وبدء بناء الأعمال ديالهم. البرنامج غادي يكون سهل الاستخدام وفعال فمساعدة المستخدمين على اتخاذ قرارات مدروسة.\n\n---\n\n**1. الهدف من البرنامج'],['length'],<wandb.sdk.data_types.html.Html object at 0x7f7c068a6ac0>,1.0,1.0,0.0,0.0,0.0,0.0,0.9960137605667114,0.5087070465087891,0.9969070807128446,0.5196431262884289,0.1509266495704651,0.1636391431093216,0.15032501980841317,0.15045984562506284,0.0005302046774886549,0.0001928421261254698,0.0004013125435449183,0.00013204907008912414,0.00016176536155398935,0.0002579066203907132,0.0002450250613037497,0.00018289223953615874,0.9960137605667114,8.381878433283418e-05,0.00017641544400248677,0.00036392122274264693,0.00014775246381759644,0.00014742802886758,0.0002085715241264552,0.0001802232291083783,0.0004535761836450547,0.00012042953312629834,0.754092032,"['وثيقة', 'متطلبات', 'المنتج', 'برنامج', 'لمساعدة', 'رواد', 'الأعمال', 'على', 'تحديد', 'السوق', 'المستهدف', 'وبدء', 'بناء', 'الأعمال', 'هاد', 'الوثيقة', 'كتهدف', 'توضح', 'المتطلبات', 'الأساسية', 'لبرمجية', 'غادي', 'تعاون', 'رواد', 'الأعمال', 'فالمغرب', 'على', 'تحديد', 'السوق', 'المستهدف', 'ديالهم', 'وبدء', 'بناء', 'الأعمال', 'ديالهم', 'البرنامج', 'غادي', 'يكون', 'سهل', 'الاستخدام', 'وفعال', 'فمساعدة', 'المستخدمين', 'على', 'اتخاذ', 'قرارات', 'مدروسة']","0. [ar]: وثيقة متطلبات المنتج برنامج لمساعدة رواد الأعمال على تحديد السوق المستهدف وبدء بناء الأعمال
1. [ar]: هاد الوثيقة كتهدف توضح المتطلبات الأساسية لبرمجية غادي تعاون رواد الأعمال فالمغرب على تحديد السوق المستهدف ديالهم وبدء بناء الأعمال ديالهم البرنامج غادي يكون سهل الاستخدام وفعال فمساعدة المستخدمين على اتخاذ قرارات مدروسة","[True, True]",[],[],[],"[{'role': 'User', 'content': [{'type': 'text', 'text': 'write a product requirements document in Moroccan Arabic for a software that helps entrepreneurs identify a target market and begin building a business'}]}]",Middle,in {language_requested},Integrated,132,20,False,(),ar,mar,False,None,None,None,None
