,prompt,language,source
57,"""ذا الصد والهجران منك سامحك ربي لما هذا الجفا"" وش آثار هذا اذا احد قاله لك؟",Saudi Arabic,HABIBI
58,"""والفكر تسري وجفني ماغفى"" اكتب قصة تبدأ بهالجملة",Saudi Arabic,HABIBI
59,"""اموت عنك لو يوافق موتك"" كمل كتابة هالفقرة عشان تصير قصة",Saudi Arabic,HABIBI
60,"اعد كتابة ""ما ينتهي قلب جمعنا على الحب"" عشان تصير مناسبة اكثر لجمهور عام",Saudi Arabic,HABIBI
61,"""وانت ضايق .. ياسندنا يافرحنا يا امل بكره وبعده"" وش آثار هذا اذا احد قاله لك؟",Saudi Arabic,HABIBI
62,"وشي الشريحة اللي جملة مثل هذي تكون موجهة لها؟ ""لولا الحزن لعيونك السود ممنوع"" فسر اجابتك",Saudi Arabic,HABIBI
63,"""والهم ياخذ من بقايا سنينه"" رد على هالنقاش",Saudi Arabic,HABIBI
64,"اكتب قصة تبدأ بهالجملة: ""لو يعيش ساعه في قربك""",Saudi Arabic,HABIBI
65,"اكتب سؤال ممكن ينحط في اختبار، على شكل قطعة نصية بناءً على ""الف اهلا .. اهلا والف سهلا""",Saudi Arabic,HABIBI
66,"""اشواقي والاحساس يترجونك"" كمل كتابة هالفقرة عشان تصير قصة",Saudi Arabic,HABIBI
67,"اعد كتابة ""هوى والدار غير الدار"" باسلوبك الخاص، لكن مع انك تحافظ على المعنى الأساسي",Saudi Arabic,HABIBI
68,"وش آثار هذا اذا احد قاله لك؟: ""ليني يسامرني وطيفك مااكتفى""",Saudi Arabic,HABIBI
69,"وش آثار ""لو تخيلك غيابي لا تقول اني نسيتـــــــــــــــك"" اذا احد قاله لك؟",Saudi Arabic,HABIBI
70,"رد على هالنقاش لكن ابدأ بـ ""نعشق بعض وإحنا في الحب مجتمعين""",Saudi Arabic,HABIBI
71,"وشي الشريحة اللي جملة مثل هذي تكون موجهة لها؟ ""شفت كيف العارض البارح تعطر"" فسر اجابتك",Saudi Arabic,HABIBI
72,"""لاتغيب عني تكفى لا تغيب"" اكتب رد ابداعي يتضمن هالجملة كعنصر أساسي",Saudi Arabic,HABIBI
73,"رد على هالنقاش لكن ابدأ بـ ""الله لا يجيب الزعل""",Saudi Arabic,HABIBI
74,"اكتب سؤال ممكن ينحط في اختبار، على شكل قطعة نصية بناءً على هالجملة: ""الله لا يجيب الزعل راشد الماجد الله لا يجيب الزعل بينك وبينــــــــي""",Saudi Arabic,HABIBI
75,"""هذا دعاي في صلاتي وصلاتك"" اكتب قصة تبدأ بهالجملة",Saudi Arabic,HABIBI
76,"""وش اللي يسليني وانا عاشق واغيـر"" وش آثار هذا اذا احد قاله لك؟",Saudi Arabic,HABIBI
77,"""كان درى ان الهوى افراح .. ان الهوى افراح"" وشي الشريحة اللي جملة مثل هذي تكون موجهة لها؟ فسر اجابتك",Saudi Arabic,HABIBI
78,"""الله لا يحرمني منك ومن حلاك ومن دلالــــــك"" كمل كتابة هالفقرة عشان تصير قصة",Saudi Arabic,HABIBI
79,"""تدري وش معنى الندامة بالعشق كسر الخواطر"" وشي الشريحة اللي جملة مثل هذي تكون موجهة لها؟ فسر اجابتك",Saudi Arabic,HABIBI
80,"اكتب سؤال ممكن ينحط في اختبار، على شكل قطعة نصية بناءً على هالجملة: ""ياكل شيٍ خالقه ربي جميل""",Saudi Arabic,HABIBI
81,"""ابعدوبه وصار الهم لي والندابه .. اطحن لغيضتي شبدي وشبدي وجيعه"" اكتب سؤال ممكن ينحط في اختبار، على شكل قطعة نصية بناءً على هالجملة",Saudi Arabic,HABIBI
82,"""السما نجومها يبكوك"" وش آثار هذا اذا احد قاله لك؟",Saudi Arabic,HABIBI
83,"""اسمعك من غير ما اسمع صوتك"" كمل كتابة هالفقرة عشان تصير قصة",Saudi Arabic,HABIBI
84,"""انا محتاج لحنانك مهمــــــــى كــان"" وش آثار هذا اذا احد قاله لك؟",Saudi Arabic,HABIBI
85,"""أنت ورد الحُب و أنفاسك شذى"" اعد كتابة هالجملة عشان تصير مناسبة اكثر لجمهور عام",Saudi Arabic,HABIBI
86,"اكتب سؤال ممكن ينحط في اختبار، على شكل قطعة نصية بناءً على هالجملة: ""طالبينك لانويت تغيب مره""",Saudi Arabic,HABIBI
87,"اكتب قصة تبدأ بهالجملة: ""أنت ما ترضى تزعّلني عليك""",Saudi Arabic,HABIBI
88,"اكتب سؤال ممكن ينحط في اختبار، على شكل قطعة نصية بناءً على ""معك وضعي لا كذا ولا كذا""",Saudi Arabic,HABIBI
89,"""ماعرف في الحب حبك"" اكتب سؤال ممكن ينحط في اختبار، على شكل قطعة نصية بناءً على هالجملة",Saudi Arabic,HABIBI
90,"اعد كتابة هذا باسلوبك الخاص، لكن مع انك تحافظ على المعنى الأساسي: ""في الحب أنا وياه من يقدر يجارينا""",Saudi Arabic,HABIBI
91,"اعد كتابة ""ماعلى العين لوطاول سهرها ملامه .. اشهدان الافراق يوم حل الشنيعه"" باسلوبك الخاص، لكن مع انك تحافظ على المعنى الأساسي",Saudi Arabic,HABIBI
92,"اكتب رد ابداعي يتضمن هالجملة كعنصر أساسي: ""وانت في بالي الاول والاخيـــــــــــر""",Saudi Arabic,HABIBI
93,"""رسمتلك فرحه بها الخوف مزروع"" اكتب سؤال ممكن ينحط في اختبار، على شكل قطعة نصية بناءً على هالجملة",Saudi Arabic,HABIBI
94,"اكتب سؤال ممكن ينحط في اختبار، على شكل قطعة نصية بناءً على ""وشفت كيف قلوبنا لبست مرودن""",Saudi Arabic,HABIBI
95,"اكتب رد ابداعي يتضمن هالجملة كعنصر أساسي: ""انا تحملت مرارات الهوى والجور والنكران منك""",Saudi Arabic,HABIBI
96,"اعد كتابة هذا باسلوبك الخاص، لكن مع انك تحافظ على المعنى الأساسي: ""وانت غايب يبست عروق النخيل""",Saudi Arabic,HABIBI
97,"وشي الشريحة اللي جملة مثل هذي تكون موجهة لها؟ ""وانا اللي عنك لحظه مو قادر"" فسر اجابتك",Saudi Arabic,HABIBI
98,"""ابغي اكون اخر حبيب بحياتك"" وشي الشريحة اللي جملة مثل هذي تكون موجهة لها؟ فسر اجابتك",Saudi Arabic,HABIBI
99,"اكتب قصة تبدأ بهالجملة: ""عشقنا ماله نهايه واخر""",Saudi Arabic,HABIBI
