,prompt,language,source
53,"""وليك أصحاب كتير غيرنا وايه الموضوع"" صيغ رد مبدع  بيضمن هاي الجملة كعنصر أساسي",Palestinian Arabic,HABIBI
54,"اكتب هاي الجملة بطريقتك وحافظ على المعنى الاصلي: ""ياما البكى محبوس لكن الكلام فياض""",Palestinian Arabic,HABIBI
55,"""معقول ما ترجع تنساني يا حبيبي"" صمّم سؤال امتحان بصيغة مقال، بناءً على الجملة",Palestinian Arabic,HABIBI
56,"""قلبي معلمنيش غير الوجع والاه"" شو هي نتائج هاد إذا حدا قلك ياه؟",Palestinian Arabic,HABIBI
57,"شو هي نتائج هاد إذا حدا قلك ياه؟: ""توهتي و خليتي الحياة تبقى صعبة و لسة بشكيكي لليل""",Palestinian Arabic,HABIBI
58,"""وبنخبينا في الضحكة وفي اللمة بنتداري"" اكتب هاي الجملة بطريقتك وحافظ على المعنى الاصلي",Palestinian Arabic,HABIBI
59,"اكتب قصة بتبلش بهاي الجملة: ""بدى انام مرتاح .. بلا رصاص""",Palestinian Arabic,HABIBI
60,"كمل هالنص ليصير قصة: ""الوقت بيعدي قالولي انك كرهتي مع اني حبيتك كتير""",Palestinian Arabic,HABIBI
61,"""ولعب الحومه مثل ما كنا صغار"" اكتب قصة بتبلش بهاي الجملة",Palestinian Arabic,HABIBI
62,"اكتب ""أنا عايش غربة أيامي صعبة"" بطريقتك وحافظ على المعنى الاصلي",Palestinian Arabic,HABIBI
63,"""كبرتي و قويتي و اول ما خونتي اختارتيني اكون الضحية"" لأي نوع من الحاضرين مخصصة هاي الجملة؟ اعطيني مبرر",Palestinian Arabic,HABIBI
64,"عيد صياغة هاي الجملة لتكون مناسبة اكتر  للناس الحاضرين: ""وحابسين روحنا فى جروحنا""",Palestinian Arabic,HABIBI
65,"""يا صاحبى لسه قلبي حزين انا وانت"" شو هي نتائج هاد إذا حدا قلك ياه؟",Palestinian Arabic,HABIBI
66,"صيغ رد مبدع  بيضمن هاي الجملة كعنصر أساسي: ""بقينا في حزن ما لينا""",Palestinian Arabic,HABIBI
67,"كمل هالنص ليصير قصة: ""مع اني فيكي بموت وعملت قلبي بيت""",Palestinian Arabic,HABIBI
68,"""تايهين ما بين ده وده وقلوبنا تتيتم بحجة الظروف"" صيغ رد مبدع  بيضمن هاي الجملة كعنصر أساسي",Palestinian Arabic,HABIBI
69,"""أنا عايش غربة أيامي صعبة"" اكتب قصة بتبلش بهاي الجملة",Palestinian Arabic,HABIBI
70,"شو هي نتائج ""معقول ما ترجع تنساني يا حبيبي"" إذا حدا قلك ياه؟",Palestinian Arabic,HABIBI
71,"""مبقتش اخاف م الليل بيخاف وبقي ابن ليل مبقتش اخاف م الليل"" لأي نوع من الحاضرين مخصصة هاي الجملة؟ اعطيني مبرر",Palestinian Arabic,HABIBI
72,"صيغ رد مبدع  بيضمن هاي الجملة كعنصر أساسي: ""ياليل موجوع، قالولك يا ما وحكولك وشفت دموع""",Palestinian Arabic,HABIBI
73,"صمّم سؤال امتحان بصيغة مقال، بناءً على ""كنتي سندي و امي و حضنك بيدفي الحياة مابحلاش الا فيه""",Palestinian Arabic,HABIBI
74,"""وع كفوف اصحابى يشيلونى"" صمّم سؤال امتحان بصيغة مقال، بناءً على الجملة",Palestinian Arabic,HABIBI
75,"""عمرك بيعدي امبارح و شايفك ضفايرك و ضحكك و لعب"" رد على هالموضوع",Palestinian Arabic,HABIBI
76,"رد على موضوع يبدأ بـ""كلمتها وسلمت لكن الفراق شاطر""",Palestinian Arabic,HABIBI
77,"عيد صياغة ""لا تطول حبيبي أنا خايف من بكرة"" لتكون مناسبة اكتر  للناس الحاضرين",Palestinian Arabic,HABIBI
