,prompt,language,source
45,"رد على نفس النسق: ""وتغنيلي ما اجملك انا الك""",Syrian Arabic,HABIBI
46,"رد بطريقة إبداعية بيتضمن هالجملة كعنصر أساسي: ""تعا حبك تعا عم قلك تعا""",Syrian Arabic,HABIBI
47,"بدي تكتبلي سؤال امتحان متوقع بشكل مقالة حسب ""الف مرة تا عيدا""",Syrian Arabic,HABIBI
48,"رجاع كتوب ""انا حبيتك شو اتمنيتك"" بطريقة تناسب العوام أكتر",Syrian Arabic,HABIBI
49,"عمين بيتوجه نوع هلجملة هاي؟ ""بدي ضمك تعا"" برر جوابك",Syrian Arabic,HABIBI
50,"شو الآثار يلي بتترتب على ""وفي واحدة سمّاها جوري عم تنطر المواعيد"", إذا حدا حكالك هيك؟",Syrian Arabic,HABIBI
51,"رد بطريقة إبداعية بيتضمن هالجملة كعنصر أساسي: ""انا الك شو ما يقولو انا الك انت الملك على قلبي انت الملك""",Syrian Arabic,HABIBI
52,"رد على نفس النسق: ""هزي بخصرك هزي سهم بقلبي غزي""",Syrian Arabic,HABIBI
53,"""منو بإيدي احساسي"" رجاع كتوب هلجملة بطريقة تناسب العوام أكتر",Syrian Arabic,HABIBI
54,"رد بطريقة إبداعية بيتضمن هالجملة كعنصر أساسي: ""لما بطمش لها عيونا""",Syrian Arabic,HABIBI
55,"اكتوب رد مبدع بحتوي ع هلجملة بشكل أساسي: ""آآه""",Syrian Arabic,HABIBI
56,"""انا حبيتك شو اتمنيتك"" بدي تكتبلي سؤال امتحان متوقع بشكل مقالة حسب هالجملة",Syrian Arabic,HABIBI
57,"اكتوب قصة بتبلش بهالسطر: ""يا سطوري ضلّي دوري كاتبنا صار بعيد""",Syrian Arabic,HABIBI
58,"بدي تكتبلي سؤال امتحان متوقع بشكل مقالة حسب هالجملة: ""متلن حملت سلاح و ع كتافه كوم جراح""",Syrian Arabic,HABIBI
59,"كمل هالقسم بقصة: ""رح ابـعـتلك صــورة حـلـوة وصغـيـورة وحـكـاية مـغـرورة لـلـغالي مــن الـغالي""",Syrian Arabic,HABIBI
60,"رجاع صيغ ""واحلي غرام كل الدني ما بدلك علي رموشي ما بسالك انا الك"" بطريقتك وخلي المعنى العام متل ما هو",Syrian Arabic,HABIBI
61,"رجاع صيغ هاد بطريقتك وخلي المعنى العام متل ما هو: ""انا حبيتك واستنيتك""",Syrian Arabic,HABIBI
62,"رجاع كتوب هلجملة بطريقة تناسب العوام أكتر: ""ما تخلي حبه يمحيكي لازم تنسيه""",Syrian Arabic,HABIBI
63,"""لاموني هالعالم كلا وقالولي عنه إتخلى"" رد على نفس النسق",Syrian Arabic,HABIBI
64,"""ماعاد عندي للحزن مطرح"" رد على نفس النسق",Syrian Arabic,HABIBI
65,"""كل البشر من طين إلا أنتي من سكر"" رجاع كتوب هلجملة بطريقة تناسب العوام أكتر",Syrian Arabic,HABIBI
66,"""هيدا منو موضوعي"" اكتوب قصة بتبلش بهالسطر",Syrian Arabic,HABIBI
67,"رجاع كتوب ""مكتوب فيها ايام، واخبار من الأحلام"" بطريقة تناسب العوام أكتر",Syrian Arabic,HABIBI
68,"شو الآثار يلي بتترتب على هالشي, إذا حدا حكالك هيك؟: ""تذكرت اسم من سنين وعيونو المجروحين""",Syrian Arabic,HABIBI
69,"رد بطريقة إبداعية بيتضمن هالجملة كعنصر أساسي: ""فيكي الحلا بينقاس وبيعلو حسابه""",Syrian Arabic,HABIBI
70,"""كتبتلك جواة عيوني دمعة واه"" رد بطريقة إبداعية بيتضمن هالجملة كعنصر أساسي",Syrian Arabic,HABIBI
71,"شو الآثار يلي بتترتب على هالشي, إذا حدا حكالك هيك؟: ""انا قلبي ابتلى""",Syrian Arabic,HABIBI
72,"""بقصدي ولا ما بقصدي"" شو الآثار يلي بتترتب على هالشي, إذا حدا حكالك هيك؟",Syrian Arabic,HABIBI
73,"رد على النسق يلي ببلش هيك: ""بعيونك الحلوين باب الحلا اتسكر""",Syrian Arabic,HABIBI
74,"رد على النسق يلي ببلش هيك: ""بعيونك الحلوين باب الحلا اتسكر""",Syrian Arabic,HABIBI
75,"رد على نفس النسق: ""تتذكر ياما ليالي تسهر ما تنام حبك غيرلي احوالي""",Syrian Arabic,HABIBI
76,"رجاع صيغ هاد بطريقتك وخلي المعنى العام متل ما هو: ""ولو ضدي العالم كله عنك لا ما بتخلا""",Syrian Arabic,HABIBI
77,"كمل هالقسم بقصة: ""جايي ع بالي اضحك وافرح""",Syrian Arabic,HABIBI
78,"""ولو ضدي العالم كله عنك لا ما بتخلا"" رجاع كتوب هلجملة بطريقة تناسب العوام أكتر",Syrian Arabic,HABIBI
79,"""لما بنادي وما بتسمعني تزيد جروح"" عمين بيتوجه نوع هلجملة هاي؟ برر جوابك",Syrian Arabic,HABIBI
80,"رد بطريقة إبداعية بيتضمن هالجملة كعنصر أساسي: ""أصلي وما في متله لك كل شي بيلبقله""",Syrian Arabic,HABIBI
81,"شو الآثار يلي بتترتب على هالشي, إذا حدا حكالك هيك؟: ""انا الك شو ما يقولو انا الك انت الملك على قلبي انت الملك""",Syrian Arabic,HABIBI
82,"شو الآثار يلي بتترتب على ""لـكتبلك ع الـورقة شـوقي بـريشة iiزرقـا وأسرق حالي سرقة من حالي عن حالي"", إذا حدا حكالك هيك؟",Syrian Arabic,HABIBI
83,"""يا سطوري ضلّي دوري كاتبنا صار بعيد"" بدي تكتبلي سؤال امتحان متوقع بشكل مقالة حسب هالجملة",Syrian Arabic,HABIBI
84,"كمل هالقسم بقصة: ""بعيونك الحلوين باب الحلا اتسكر""",Syrian Arabic,HABIBI
85,"""بدي ضمك تعا"" شو الآثار يلي بتترتب على هالشي, إذا حدا حكالك هيك؟",Syrian Arabic,HABIBI
86,"رد على نفس النسق: ""الحساب علينا تقلوا ايه والله بيطلعلو""",Syrian Arabic,HABIBI
87,"بدي تكتبلي سؤال امتحان متوقع بشكل مقالة حسب هالجملة: ""والثوب الازرق قلبي بيتحرق""",Syrian Arabic,HABIBI
88,"شو الآثار يلي بتترتب على ""الحساب علينا تقلوا ايه والله بيطلعلو"", إذا حدا حكالك هيك؟",Syrian Arabic,HABIBI
89,"""قديش عضّ القلب ع جروحو"" اكتوب قصة بتبلش بهالسطر",Syrian Arabic,HABIBI
90,"""والثوب سوادي بعبدها عبادي"" رد على نفس النسق",Syrian Arabic,HABIBI
91,"رجاع صيغ هاد بطريقتك وخلي المعنى العام متل ما هو: ""وعنواني جوا بقلك ضلك حدى وما اقابلى انا اغنيلك""",Syrian Arabic,HABIBI
92,"رد بطريقة إبداعية بيتضمن هالجملة كعنصر أساسي: ""أي أي أي واللٰه بحبك من بعد اللٰه""",Syrian Arabic,HABIBI
93,"""شو سهل الحكي .. انا لولا وجوده بعمري .. عمري بينطفي"" رد بطريقة إبداعية بيتضمن هالجملة كعنصر أساسي",Syrian Arabic,HABIBI
94,"اكتوب رد مبدع بحتوي ع هلجملة بشكل أساسي: ""الحساب علينا تقلوا ايه والله بيطلعلو""",Syrian Arabic,HABIBI
95,"رد على نفس النسق: ""ع ضهر غيمة وبالفضا اسبح""",Syrian Arabic,HABIBI
96,"""ضلي لا تروحي انتي صرتي روحي"" رد على نفس النسق",Syrian Arabic,HABIBI
97,"""ع فغلة بوس خدينه"" شو الآثار يلي بتترتب على هالشي, إذا حدا حكالك هيك؟",Syrian Arabic,HABIBI
98,"""كلن قالولي مجنونيي .. لازم تنسيه"" رجاع صيغ هاد بطريقتك وخلي المعنى العام متل ما هو",Syrian Arabic,HABIBI
99,"رجاع صيغ ""ما ضما جوة ضلوعي"" بطريقتك وخلي المعنى العام متل ما هو",Syrian Arabic,HABIBI
