,prompt,language,source
49,"""يا ترى يا حبيبي يا ترى ااااااااااااه"" عيد كتابة الجملة دي عشان تبقى مناسبة لجمهور أوسع.",Egyptian Arabic,HABIBI
50,"عايز رد جذاب تكون الجملة دي فيه هي الأساس: ""يا أحلى من أحلامي""",Egyptian Arabic,HABIBI
51,"دا هيأثر عليك ازاي, لو حد قلك كدا؟ ""تخدنا الدنيا من اشوقنا لجرحونا ونبعد حبة تخرج رحنا من رحنا""",Egyptian Arabic,HABIBI
52,"""واللي هيتقال منك هنساه علشان انا ليا اللي انا شايفاه"" عايز رد جذاب تكون الجملة دي فيه هي الأساس.",Egyptian Arabic,HABIBI
53,"""دنا بتكلم عن ثقه ولكني مش مغروره"" رد على الكلام ده.",Egyptian Arabic,HABIBI
54,"رد على اي كلام بيبتدي كده: ""اللي شفته قبل ما تشوفك عنيه""",Egyptian Arabic,HABIBI
55,"اكتب قصة بدايتها ""عايزانى يااااه .. تانى لااا .. في غيرك انا عنده اهم"".",Egyptian Arabic,HABIBI
56,"""و اشتقتلك و الله"" اكتب سؤال امتحان مقالي مناسب بناءً على الجملة دي.",Egyptian Arabic,HABIBI
57,"رد على اي كلام بيبتدي كده: ""هات ايديك ترتاح للمستهم ايديه""",Egyptian Arabic,HABIBI
58,"""عمر ضايع يحسبوه إزاي عليّ"" عايز رد جذاب تكون الجملة دي فيه هي الأساس.",Egyptian Arabic,HABIBI
59,"عيد كتابة ""من الوجود وابعدني"" عشان تبقى مناسبة لجمهور أوسع.",Egyptian Arabic,HABIBI
60,"اكتب قصة بتبدأ بالسطر ده: ""ونتعاتب عتاب ملوش لالون ولا طعم""",Egyptian Arabic,HABIBI
61,"""ابعد و انساك ولا"" دا هيأثر عليك ازاي, لو حد قلك كدا؟",Egyptian Arabic,HABIBI
62,"""حزين و لا سعيد و لا"" عيد كتابة الجملة دي عشان تبقى مناسبة لجمهور أوسع.",Egyptian Arabic,HABIBI
63,"""اسمعلك.."" عيد كتابة الجملة دي عشان تبقى مناسبة لجمهور أوسع.",Egyptian Arabic,HABIBI
64,"اكتب قصة بتبدأ بالسطر ده: ""عمر ضايع يحسبوه إزاي عليّ""",Egyptian Arabic,HABIBI
65,"عايز رد جذاب تكون الجملة دي فيه هي الأساس: ""انت عارف اننا بعدك بقاسي""",Egyptian Arabic,HABIBI
66,"""ع الشوق تنام ليالينا"" عيد كتابة الجملة دي عشان تبقى مناسبة لجمهور أوسع.",Egyptian Arabic,HABIBI
67,"عيد كتابة ""من حنان قلبي اللي طال شوقه لحنانك"" عشان تبقى مناسبة لجمهور أوسع.",Egyptian Arabic,HABIBI
68,"اكتب سؤال امتحان مقالي مناسب بناءً على ""هو اللي فاتنا يا حبيب الروح شويه""",Egyptian Arabic,HABIBI
69,"اكتب قصة بدايتها ""خلى الغرام ولا"".",Egyptian Arabic,HABIBI
70,"""دي حياتك انا لو مش فيها هتتعب في حياتك"" كمل الحتة دي في شكل قصة.",Egyptian Arabic,HABIBI
71,"""فاكر سنيني ولا"" دا هيأثر عليك ازاي, لو حد قلك كدا؟",Egyptian Arabic,HABIBI
72,"""ع الحب تصحى أيامنا"" عيد صياغة دا بألفاظك بس يكون المعنى الأصلي موجود.",Egyptian Arabic,HABIBI
73,"""ياللي الحياه و الدنيا بجلستي معاه"" عايز رد جذاب تكون الجملة دي فيه هي الأساس.",Egyptian Arabic,HABIBI
74,"اكتب سؤال امتحان مقالي مناسب بناءً على الجملة دي: ""انت عارف اد ايه البعد قاسي""",Egyptian Arabic,HABIBI
75,"عايز رد جذاب قايم على الجملة دي: ""وفجأة السهل بيكون صعب ونتخانق وكل حقيقة بتبان""",Egyptian Arabic,HABIBI
76,"عيد كتابة الجملة دي عشان تبقى مناسبة لجمهور أوسع: ""يا حبيبي عمري انا عمال بيجري""",Egyptian Arabic,HABIBI
77,"اكتب سؤال امتحان مقالي مناسب بناءً على الجملة دي: ""انت عمري اللي ابتدي بنورك صباحه""",Egyptian Arabic,HABIBI
78,"ايه نوع الناس اللي الجملة دي معموله عشانه؟ ""قريب و لا بعيد ولا"" اشرح اجابتك",Egyptian Arabic,HABIBI
79,"رد على اي كلام بيبتدي كده: ""واللي هيتقال منك هنساه علشان انا ليا اللي انا شايفاه""",Egyptian Arabic,HABIBI
80,"""غير مكاني و لا"" عايز رد جذاب قايم على الجملة دي.",Egyptian Arabic,HABIBI
81,"دا هيأثر عليك ازاي, لو حد قلك كدا؟ ""و انا مالي و مالك انا بشتاقلك انا معرفش ازاي""",Egyptian Arabic,HABIBI
82,"عايز رد جذاب تكون الجملة دي فيه هي الأساس: ""بعيد بعيد وحدينا""",Egyptian Arabic,HABIBI
83,"عايز رد جذاب قايم على الجملة دي: ""يا أغلى من أيامي""",Egyptian Arabic,HABIBI
84,"عايز رد جذاب قايم على الجملة دي: ""قريب ولا بعيد ولا""",Egyptian Arabic,HABIBI
85,"عيد كتابة الجملة دي عشان تبقى مناسبة لجمهور أوسع: ""يا ترى يا حبيبي يا ترى""",Egyptian Arabic,HABIBI
86,"""دانا كلي لك و بحن لك"" عايز رد جذاب قايم على الجملة دي.",Egyptian Arabic,HABIBI
87,"""انا حبي اكبر من جرحك وعشان كده مش نسياك"" كمل الحتة دي في شكل قصة.",Egyptian Arabic,HABIBI
88,"عايز رد جذاب قايم على الجملة دي: ""اعمل ايه يا حبيبي ياترى""",Egyptian Arabic,HABIBI
89,"هيأثر عليك ازاي ""ابتديت دلوقت بس أحب عمري"" لو حد قلك كدا؟",Egyptian Arabic,HABIBI
90,"""وانا شايفاه بجد ان انت ضعيف اوي م نحيتي"" عايز رد جذاب قايم على الجملة دي.",Egyptian Arabic,HABIBI
91,"اكتب سؤال امتحان مقالي مناسب بناءً على الجملة دي: ""حكاية واحدة ومشبهاة لكن نهايتها مختلفة واصل الحب دة رحلة ودنيتنا بية تحلى""",Egyptian Arabic,HABIBI
92,"""يا حبيبي عمري انا عمال بيجري"" ايه نوع الناس اللي الجملة دي معموله عشانه؟ اشرح اجابتك",Egyptian Arabic,HABIBI
93,"""قلبك نسيني و لا"" عايز رد جذاب تكون الجملة دي فيه هي الأساس.",Egyptian Arabic,HABIBI
94,"""الحب زاد ولا البعاد"" عيد صياغة دا بألفاظك بس يكون المعنى الأصلي موجود.",Egyptian Arabic,HABIBI
95,"اكتب سؤال امتحان مقالي مناسب بناءً على الجملة دي: ""الليالي الحلوه والشوق والمحبة""",Egyptian Arabic,HABIBI
96,"""ابعد و انساك ولا"" رد على الكلام ده.",Egyptian Arabic,HABIBI
97,"""ونسيت معاك الشجن"" دا هيأثر عليك ازاي, لو حد قلك كدا؟",Egyptian Arabic,HABIBI
98,"ايه نوع الناس اللي الجملة دي معموله عشانه؟ ""لكن…"" اشرح اجابتك",Egyptian Arabic,HABIBI
99,"""سامحت بيك الزمن"" عايز رد جذاب قايم على الجملة دي.",Egyptian Arabic,HABIBI
