estimator,from_cache,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,raw_prompt,_raw_turns,chat_preamble,documents,desired_output_dialect,too_few_tokens,error,error_traceback
Blobheart:command-r-plus,True,ممكن تذكرو متعدده؟,['ممكن تذكرة متعددة؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dd68df0>,9.042266054940777,47.654741092241096,0.009503472837954663,0.1587243527173996,0.059874068945646286,0.2734196409583092,0.016370746433831657,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nCan I have a multiple ticket?\nTranslation:'}]}]",,(),egy,False,None,None
Blobheart:command-r-plus,True,عايز تفاح، من فضلك .,['عايز تفاح لو سمحت.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dd6feb0>,35.64026463354184,37.646106822531195,0.9464078883171538,0.9916321635246277,0.9543941020965576,0.9921568674617447,0.9469086626600851,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI'd like some apples, please.\nTranslation:""}]}]",,(),egy,False,None,None
Blobheart:command-r-plus,True,عملتها.,['انت عملتها'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dd6fdc0>,0.0,56.82915739760679,0.3859040701617431,0.7069628238677979,0.5458618998527527,0.7135598389431834,0.3895051293441503,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nYou did it.\nTranslation:'}]}]",,(),egy,False,None,None
Blobheart:command-r-plus,True,مية و خمسة وتلاتين ين الدولار.,['مئة وخمسة وثلاثون ين للدولار.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dd6f070>,4.02724819242185,38.096646013495885,0.0002032467766337285,0.0031619740184396505,0.06427844613790512,0.008576183347031474,0.0005512637393409615,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nA hundred and thirty-five yen per dollar.\nTranslation:'}]}]",,(),egy,False,None,None
Blobheart:command-r-plus,True,هو لسه كله محجوز؟,['لسه محجوز بالكامل؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dd6fcd0>,27.054113452696992,31.53021703142923,0.6177024738128445,0.7186018824577332,0.8595892786979675,0.7724060975015163,0.6639520002132404,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nIs it still fully booked?\nTranslation:'}]}]",,(),egy,False,None,None
Blobheart:command-r-plus,True,ايه حفلة اوبرا النهاردة؟,['ايه اوبرا النهاردة؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dd6f2b0>,63.191456189157286,66.67885916748946,0.9174449739961439,0.9904199242591858,0.9263191819190979,0.9913034476921894,0.9182633986998101,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhat's today's opera?\nTranslation:""}]}]",,(),egy,False,None,None
Blobheart:command-r-plus,True,عايز تذكرتين ذهاب وعودة لأكسفورد.,['عايز تذكرتين رايح جاي لأوكسفورد.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dd6f8b0>,42.311785416105785,47.5299564715612,0.9053810799465296,0.9922383427619934,0.9124633073806763,0.9929171230178326,0.9060004420237574,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI'd like two round-trip tickets to Oxford.\nTranslation:""}]}]",,(),egy,False,None,None
Blobheart:command-r-plus,True,أشتري منين تذكرة تزلج الجبل؟,['من أين يمكنني شراء تذكرة ركوب التلفريك باستخدام القسيمة؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dd6f610>,5.10809933294318,18.646859391751295,6.133273226726716e-07,0.00042776664486154914,0.0014337894972413778,0.004621687286999077,6.6265266916332735e-06,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhere can I buy a coupon lift ticket?\nTranslation:'}]}]",,(),egy,False,None,None
Blobheart:command-r-plus,True,هو إنت سمعت قبل كدة عن الأسبوع الدهبي في اليابان؟,['انت سمعت قبل كده عن الأسبوع الذهبي في اليابان؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dd6f5b0>,47.10593765802857,67.79134079837213,0.5089586639493575,0.9822655916213989,0.5181477069854736,0.9852990163490176,0.5105304260162862,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nHave you ever heard of a Golden Week in Japan?\nTranslation:'}]}]",,(),egy,False,None,None
Blobheart:command-r-plus,True,ده في اخر القاعة .,['في آخر الصالة'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dd6f0a0>,9.688464563433238,17.627474544935552,0.009373048595271438,0.2118903398513794,0.04423537477850914,0.2366805374622345,0.010469652277420916,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nIt's all the way down the hall.\nTranslation:""}]}]",,(),egy,False,None,None
Blobheart:command-r-plus,True,قولي على حته كويسه في النهر ده، لو سمحت .,['قوللي على مكان كويس في النهر ده، من فضلك.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dd6f100>,28.225233433824528,41.03347226978033,0.9146474283709018,0.989959180355072,0.9239243865013123,0.9921278071124107,0.9166510755172262,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nTell me a good spot of this river, please.\nTranslation:'}]}]",,(),egy,False,None,None
Blobheart:command-r-plus,True,رحلة المشي بتاعتنا لازم تكون مليانه بالمتعة .,['رحتنا هتكون ممتعة جدا'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dd6fe50>,2.7376474102577792,13.642066236589368,0.599605731255231,0.9119130373001099,0.6575251221656799,0.9136794034857303,0.6007671613972204,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nOur hiking trip should be lots of fun.\nTranslation:'}]}]",,(),egy,False,None,None
Blobheart:command-r-plus,True,ممكن تبعته على عنواني في اليابان بالبريد عن طريق كويكت انرناشيونال بارسل؟,['هل يمكنك إرسالها إلى عنواني في اليابان عن طريق البريد الدولي؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dd6f040>,16.486494839495236,41.15872965734157,0.0,0.0004886585520580411,0.0,0.0030664257938042283,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nCould you send it to my address in Japan by collect international parcel post?\nTranslation:'}]}]",,(),egy,False,None,None
Blobheart:command-r-plus,True,مخارج الطوارئ موجودة في الطيارة قدام، في النص، وورا.,['مخارج الطوارئ تقع في مقدمة ووسط ومؤخرة هذه الطائرة.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dd6f190>,21.31456897111116,30.73049345205549,0.0,0.0031892783008515835,0.0,0.0060274179559201,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nThe emergency exits are located in the front, middle, and back of this plane.\nTranslation:'}]}]",,(),egy,False,None,None
Blobheart:command-r-plus,True,عايزة البس حاجة شيك .,['أنا بدور على حاجة رسمية.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dd6f670>,5.522397783539471,18.048514091082048,0.6734055334769664,0.9902400970458984,0.6800426840782166,0.9921676192898303,0.6747163308773503,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI'm looking for something dressy.\nTranslation:""}]}]",,(),egy,False,None,None
Blobheart:command-r-plus,True,أوكي. هاخدك من عند الفندق بتاعك الساعة تمانية.,['طيب. هاجي آخدك من فندقك الساعة تمانية.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dd6f7c0>,31.38847077565959,44.973000247954104,0.9724687453243064,0.9910445213317871,0.981256365776062,0.9917807414312847,0.9731911659835507,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nOkay. I'll pick you up at your hotel at eight o'clock.\nTranslation:""}]}]",,(),egy,False,None,None
Blobheart:command-r-plus,True,ده شارع ايه؟,['ما اسم هذا الشارع؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dd6f850>,7.809849842300637,16.05098256300257,2.451149979671081e-05,0.001350829959847033,0.01814551092684269,0.039661987335421145,0.0007196870245751808,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhat street is this?\nTranslation:'}]}]",,(),egy,False,None,None
Blobheart:command-r-plus,True,تسعة وعشرين أغسطس.,['٢٩ أغسطس'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dd6f730>,26.088405164365604,18.247204206008004,0.0039440066136423035,0.44637829065322876,0.008835569955408573,0.4654081631451845,0.004112146383287484,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nAugust twenty-ninth.\nTranslation:'}]}]",,(),egy,False,None,None
Blobheart:command-r-plus,True,عايز تقفل الحساب دلوقتي؟,['انت عايز تدفع الحساب دلوقتي؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dd6f2e0>,51.93071778680675,63.67774369938108,0.9626153254377954,0.9901968240737915,0.9721454381942749,0.9906363750051241,0.9630426328705445,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nDo you want to settle the bill now?\nTranslation:'}]}]",,(),egy,False,None,None
Blobheart:command-r-plus,True,ماعيش فلوس .,['معيش معايا فلوس'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dd6f400>,17.965205598154213,27.352322051223442,0.8527216613298805,0.8872740268707275,0.9610578417778015,0.8882225744309835,0.8536332704009637,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI don't have any money.\nTranslation:""}]}]",,(),egy,False,None,None
Blobheart:command-r-plus,True,اكتر حاجه اتباعت عندنا في اخر اربع سنسن هي مكنه التصوير ايه اكس ربعميه و خمسين .,['كان أكثر منتجاتنا مبيعًا خلال السنوات الأربع الماضية هو آلة تصوير المستندات إيه إكس- فور فايف زيرو.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dd6f250>,1.4091499441909465,16.16479149974009,0.002773481662128985,0.027907095849514008,0.0993826687335968,0.03397916071116924,0.0033769396728037804,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nOur top-seller for the last four years has been the AX-four five zero copier.\nTranslation:'}]}]",,(),egy,False,None,None
Blobheart:command-r-plus,True,ده مناسب بالظبط.,['هيّ دي بالظبط.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dd6f310>,41.11336169005198,41.603313101681,0.8501855252920407,0.9179543256759644,0.9261741042137146,0.9326537707820535,0.8637997706956115,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nIt fits just right.\nTranslation:'}]}]",,(),egy,False,None,None
Blobheart:command-r-plus,True,عايز اراجع على حاجاتي الغالية .,['عايز أتأكد من حاجتي الغالية'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dd6fb80>,12.759307794697138,33.4656174013226,0.9082402174471724,0.9768632650375366,0.9297516345977783,0.9772573433874641,0.9086066124371771,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI'd like to check my valuables.\nTranslation:""}]}]",,(),egy,False,None,None
Blobheart:command-r-plus,True,مستر كوبايشي كان بيدور عليك .,['السيد كوباياشي يبحث عنك'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dd6fc10>,12.716571564598604,16.195681611201916,1.292271895968135e-05,0.016650496050715446,0.0007761161541566253,0.01929255248978734,1.4973261642238576e-05,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nMr. Kobayashi has been looking for you.\nTranslation:'}]}]",,(),egy,False,None,None
Blobheart:command-r-plus,True,عايز مكان صغير .,['أنا عايز حتة صغيرة.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dd6faf0>,13.134549472120788,28.685243555756056,0.9639444761745324,0.9926562309265137,0.9710758328437805,0.9933687033480965,0.9646363409246991,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI would like someplace small.\nTranslation:'}]}]",,(),egy,False,None,None
Blobheart:command-r-plus,True,ممكن تسلفني حبل جر، إذا سمحت؟,['ممكن تعيرني حبل القطر، من فضلك؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dd6fca0>,14.991106946711685,24.597686981693393,0.0020961228877831584,0.007561158388853073,0.2772224545478821,0.9867642633616924,0.2735532111492611,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nCan you lend me a towrope, please?\nTranslation:'}]}]",,(),egy,False,None,None
Blobheart:command-r-plus,True,عندك أي كراسي فاضية للندن؟,['عندكوا أي مقاعد فاضية لرحلة لندن؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dd6fc40>,13.674406678232565,34.029490004026165,0.7487985865101123,0.9475530982017517,0.790244460105896,0.9543783953413367,0.754192239763246,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nDo you have any vacant seats for London?\nTranslation:'}]}]",,(),egy,False,None,None
Blobheart:command-r-plus,True,لسه فيه كراسي لمسرحية الليله؟,['لسه فيه أماكن فاضية لعرض النهاردة؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dd6f220>,12.011055432195764,25.528894298592654,0.9301163179921872,0.990820586681366,0.9387333393096924,0.9915995342889801,0.93084754208103,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nDo you still have seats for tonight's performance?\nTranslation:""}]}]",,(),egy,False,None,None
Blobheart:command-r-plus,True,فكرة حلوة.,['فكرة جميلة'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dd6fd90>,0.0,23.230594226154334,0.0005869400288366841,0.0709095373749733,0.008277307264506817,0.0906148012727499,0.0007500465528467743,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nLovely idea.\nTranslation:'}]}]",,(),egy,False,None,None
