estimator,from_cache,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,raw_prompt,_raw_turns,chat_preamble,desired_output_dialect,too_few_tokens,error,tool_calls,tool_results
Blobheart:command-r-plus,True,ممكن القيام بده بسهولة باستعمال منبه هادية بشكل نسبي عشان يرجعك لوعيك بدون ما يصحيك من نومك.,['يمكن القيام بذلك بسهولة عن طريق استخدام منبه هادئ نسبيًا لإخراجك من حالة اللاوعي دون إيقاظك بشكل كامل.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0626fd0>,9.060229184435855,30.46124445629839,0.0,0.015304038301110268,0.0,0.019305043388158083,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nThis can be easily done by using a relatively quiet alarm clock to bring you to consciousness without fully waking you.\nTranslation:'}]}]",,egy,False,None,None,None
Blobheart:command-r-plus,True,رجعوا لباريس في عربة وبيحاوطهم ناس كتير كانوا بيصرخوا ويهتفوا ضد الملك والملكة.,['فى العربة، عادوا إلى باريس محاطين بحشد من الناس يصرخون ويهتفون بتهديدات ضد الملك والملكة.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0626040>,18.15433908712742,37.62443767043028,0.009879426361980026,0.908549427986145,0.010873845778405666,0.9134573261253536,0.009932794089441904,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nIn a carriage, they traveled back to Paris surrounded by a mob of people screaming and shouting threats against the King and Queen.\nTranslation:'}]}]",,egy,False,None,None,None
Blobheart:command-r-plus,True,اكتشف الدكتور توني مول مرض السل اللي بيقاوم الأدوية بشدة (XDR-TB) في منطقة كوازولوناتال بجنوب إفريقيا.,['اكتشف الدكتور توني مول السل شديد المقاومة للأدوية (XDR-TB) في منطقة كوازولو ناتال بجنوب أفريقيا.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0626ca0>,47.487287579587544,66.32845380034496,0.0008491230480872566,0.023180020973086357,0.03663167729973793,0.029061431996524334,0.001064568998764958,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nDr. Tony Moll discovered the Extremely Drug Resistant Tuberculosis (XDR-TB) in the South African region KwaZulu-Natal.\nTranslation:'}]}]",,egy,False,None,None,None
Blobheart:command-r-plus,True,فكرة التزلج قديمة قوي - لوحات الكهف بتصور المتزلجين بيرجع تاريخها ل  ٥٠٠٠ سنة قبل الميلاد!,['فكرة التزلج قديمة جدا - ترجع الرسومات الكهفية التي تصور المتزلجين إلى 5000 قبل الميلاد!'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0626280>,38.667008659661334,50.067127755112374,0.0026379686351452464,0.02870437316596508,0.0919012799859047,0.04288613609969616,0.003941290801211791,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nThe idea of skiing is very old — cave paintings depicting skiers date back as far as 5000 BC!\nTranslation:'}]}]",,egy,False,None,None,None
Blobheart:command-r-plus,True,المسافرين اللي كان سهل عليهم يتأقلموامع الثقافة الجديدة أحياناً بيواجهوا صعوبة بشكل خاص عشان يتأقلموا من جديد مع ثقافتهم الأصلية.,['الأشخاص الذين اعتادوا بسهولة على الثقافة الجديدة، يواجهون في بعض الأحيان صعوبة بالغة في التأقلم مرة أخرى مع ثقافتهم الأصلية.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0626df0>,21.66050245271441,37.84858927732067,0.0,0.028386522084474564,0.0,0.037659745663404465,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nTravellers who had an easy time adjusting to the new culture sometimes have a particularly hard time readjusting to their native culture.\nTranslation:'}]}]",,egy,False,None,None,None
Blobheart:command-r-plus,True,ممكن تسمع صوت السياح والبائعين هنا علطول عادي. فقصة الصوت والضوء تشبه قصة كتاب.,['عادةً بتسمع صوت السُياح والباعة دايماً. قصة الصوت والضوء زي قصة كتاب بالظبط.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c06260a0>,20.210771490685076,44.756765835567705,0.48149193760406206,0.621850311756134,0.7742891311645508,0.6492756195366383,0.5027270553373491,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nUsually you always here the sound of tourists and vendors. The story of the sound and light is just like a story book.\nTranslation:'}]}]",,egy,False,None,None,None
Blobheart:command-r-plus,True,مكنش ممكن الوجبات الرومانية القديمةِ يبقى فيها الأكل اللي جه لأوروبا من أمريكا أو آسيا في القرون اللي بعد كده.,['ما كانش ممكن الوجبات الرومانية القديمة تضم أطعمة جت لأوروبا من أمريكا أو آسيا فى القرون اللى بعدها.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0626250>,49.907210604621135,57.77205271684065,0.6399455871701463,0.992052435874939,0.645072340965271,0.9926110238302499,0.6403059168101137,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nAncient Roman meals couldn't have included foods that came to Europe from America or from Asia in later centuries.\nTranslation:""}]}]",,egy,False,None,None,None
Blobheart:command-r-plus,True,النباتات بتصنع طعامها من الشمس عن طريق التمثيل الضوئي وبيوفروا كمان الضل.,['النباتات تصنع طعامها من الشمس عن طريق عملية البناء الضوئي. كما أنها توفر الظل.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0626d00>,37.343406276254385,53.85318451064962,0.0,0.0201125331223011,0.0,0.026935999747365713,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nPlants make their food from the sun by photosynthesis. They also provide shade.\nTranslation:'}]}]",,egy,False,None,None,None
Blobheart:command-r-plus,True,تكوين البلورات دى بيتطابق مع تركيب بول الحيوانات الأليفة المصابة ، عند مقارنتها باستخدام التحليل الطيفي بالأشعة تحت الحمراء (FTIR).,['التركيب البلوري لهذه البلورات يطابق تلك الموجودة في بول الحيوانات الأليفة المصابة عند مقارنتها بواسطة مطيافية الأشعة تحت الحمراء (FTIR).'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0626e20>,43.92735437594554,57.8168938351905,0.0,0.007458386942744255,0.0,0.012842922937124968,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nThe composition of these crystals matches those found in the urine of affected pets when compared by infrared spectroscopy (FTIR).\nTranslation:'}]}]",,egy,False,None,None,None
Blobheart:command-r-plus,True,كان من ضمن الخسائر نيكولاس ألدين اللي عنده خمسة وعشرين سنة وذاكاري كوديباك اللي عنده واحد وعشرين سنة، وكان كوديباك شغال سواق.,['كانت الوفيات هي نيكولاس ألدين، 25 عامًا، وزاكاري كوديباك، 21 عامًا. وكان كوديباك هو السائق.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0626c10>,26.315080388336778,29.896564963555743,0.0,0.025713495910167694,0.0,0.0580020435154438,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nThe fatalities were Nicholas Alden, 25, and Zachary Cuddeback, 21. Cuddeback had been the driver.\nTranslation:'}]}]",,egy,False,None,None,None
Blobheart:command-r-plus,True,عشان المقارنة بين التعداد السكاني اللي بيدهش ناس كتيرة: عدد السكان الأمريكان الأفريقيين اللي موجودين في أمريكا أكبر من المواطنين الكنديين.,['لمقارنة سكانية تدهش الكثيرين: يوجد أمريكيون من أصول أفريقية يعيشون في الولايات المتحدة أكثر من عدد المواطنين الكنديين.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0626340>,18.460791919623095,33.3895069508177,0.0,0.004420566838234663,0.0,0.006262863171286881,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nFor a comparison of population that surprises many: There are more African Americans living in the US than there are Canadian citizens.\nTranslation:'}]}]",,egy,False,None,None,None
Blobheart:command-r-plus,True,لازم تتذكر إن الموسيقي في المنصات الرئيسية ممكن تكون خلصت، لكن فيه أقسام من المهرجان ممكن تستمر في تشغيل الموسيقى حتى وقت متأخر من الليل.,['حتى لو كانت الموسيقى قد انتهت على المسارح الرئيسية، فقد يستمر جزء من المهرجان في تقديم الموسيقى حتى وقت متأخر من الليل.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c06267f0>,28.011683861895627,43.679167884010454,0.0,0.0018006395548582077,0.0,0.0036739648785442114,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nRemember that even though music on the main stages may have finished, there may be sections of the festival that will keep playing music until late into the night.\nTranslation:'}]}]",,egy,False,None,None,None
Blobheart:command-r-plus,True,النبيذ الفرنسي أنواعه كتير، ولكن النبيذ النيوزيلندي والأسترالي ممكن يكون انتشارهم واسع.,['في العديد من أنواع النبيذ الفرنسي المتاحة، ولكن نبيذ نيوزيلندا وأستراليا قد يكون أفضل في السفر.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0626970>,18.602234455115774,38.312899706563954,0.0,0.003706498770043254,0.0,0.013613256393000484,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nThere are many French wines to be had, but the New Zealand and Australian wines might travel better.\nTranslation:'}]}]",,egy,False,None,None,None
Blobheart:command-r-plus,True,كلهم هربوا ورجعوا من المكان إللي حصل فيه الحادث.,['رجعوا كلهم من المكان اللي حصل فيه الحادث'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0626430>,24.648182529286796,58.005937649825015,0.03532325872110054,0.062046535313129425,0.5693026781082153,0.06926953513175249,0.0394353318618178,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nThey all ran back from where the accident had happened.\nTranslation:'}]}]",,egy,False,None,None,None
Blobheart:command-r-plus,True,مطبخ مايوركا ، زيه زى حتت تانية من البحر الأبيض المتوسط ​​، بيعتمد  على العيش والخضار واللحوم (بالذات لحم الخنزير) وبيستعمل زيت الزتون على طول.,['يعتمد المطبخ المايوركي، مثل مطابخ المناطق المشابهة في منطقة البحر الأبيض المتوسط، على الخبز والخضروات واللحوم (خاصة لحم الخنزير)، ويستخدم زيت الزيتون في جميع الأطباق.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c06262b0>,24.634642423714773,38.526398692881166,0.0,0.020039336755871773,0.0,0.024602933321148157,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nMajorcan cuisine, like that of similar zones in the Mediterranean, is based on bread, vegetables and meat (specially pork), and uses olive oil throughout.\nTranslation:'}]}]",,egy,False,None,None,None
Blobheart:command-r-plus,True,لو زرت المناطق القطبية الشمالية أو القطبية الجنوبية في الشتاء هتشوف الليل القطبي، اللى معناه أن الشمس مش بتشرق فوق الأفق.,['لو زرتي المناطق القطبية الشمالية أو الجنوبية في الشتاء هتتعرضي لليل القطبي، وده معناه إن الشمس مش هتطلع فوق الأفق.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0626be0>,43.964300683420774,63.354355464172244,0.5458303092731143,0.9878004789352417,0.5525714159011841,0.9886931311921217,0.5463235633946059,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nIf you visit the Arctic or Antarctic areas in the winter you will experience the polar night, which means that the sun doesn't rise above the horizon.\nTranslation:""}]}]",,egy,False,None,None,None
Blobheart:command-r-plus,True,أكتر من أربعة مليون شخص راحوا روما عشان يحضرورا الجنازة.,['أكتر من أربعة مليون شخص راحوا روما عشان يحضروا الجنازة.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c06260d0>,85.78928092681438,90.6579944669252,0.3006562399153996,0.3600921928882599,0.8349424004554749,0.3693484961986542,0.30838472002072415,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nOver four million people went to Rome to attend the funeral.\nTranslation:'}]}]",,egy,False,None,None,None
Blobheart:command-r-plus,True,غرقت كل السفن إلا سفينة حربية بريطانية واحدة. ومات حوالى 200 أمريكي وألماني.,['غرت جميع السفن، باستثناء طراد بريطاني واحد. ولقي حوالي 200 شخص من الأمريكيين والألمان مصرعهم.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0626ac0>,3.7776418604808364,27.139057622044447,2.778276747328833e-05,0.0028547856491059065,0.009731997735798359,0.0062151208985596895,6.048554251249596e-05,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nAll the ships were sunk, except for one British cruiser. Nearly 200 American and German lives were lost.\nTranslation:'}]}]",,egy,False,None,None,None
Blobheart:command-r-plus,True,لازم تكوني قوية قدام الرجالة، ومتخافيش أنك تتمسكي بموقفك (الاختلافات في الثقافة أو غيره مبتخليش الأمر مقبول!).,['كوني حازمة في رفض الرجال، ولا تخافي من الوقوف في وجههم (سواء كانت هناك اختلافات ثقافية أو لا، فهذا لا يجعل الأمر مقبولاً!).'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0626c40>,1.4082180278396284,28.769922495934203,0.0001993476329266216,0.0610550232231617,0.0032650488428771496,0.09469544887542725,0.000309185265776446,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nBe firm in turning down men, and don't be afraid to stand your ground (cultural differences or not, it doesn't make it ok!).\nTranslation:""}]}]",,egy,False,None,None,None
Blobheart:command-r-plus,True,عمليات الإنزال اللي كانت في اليوم المشهود والمعارك التالية ليه أدت إلى تحرير شمال فرنسا، لكن الجنوب مكنش اتحرر لسه.,['لقد حررت إنزالات يوم النصر والمعارك التي تلتها شمال فرنسا، لكن الجنوب لم يتحرر بعد.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0626160>,22.442284177952626,36.72651948436461,0.0,0.008127332665026188,0.0,0.018345690332353115,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nThe D-Day landings and the following battles had freed the north of France, but the south still wasn't free.\nTranslation:""}]}]",,egy,False,None,None,None
Blobheart:command-r-plus,True,لما تستغل جميع الموارد المتاحة بشكل فعال عن طريق الإدارات الوظيفية في المنظمة، ممكن تتحقق الإبداع والبراعة.,['عندما يتم استخدام جميع الموارد المتاحة بفعالية عبر الإدارات الوظيفية لمنظمة ما، يمكن أن يتجلى الإبداع والبراعة.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0626730>,46.39491362210437,53.26811095064632,0.0,0.004138574004173279,0.0,0.006906477268785238,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhen all available resources are effectively used across the functional departments of an organization, creativity and ingenuity can transpire.\nTranslation:'}]}]",,egy,False,None,None,None
Blobheart:command-r-plus,True,الطراز القوطي وصل أقصى حد ليه في فترة ما بين القرنين العاشر أو الحداشر إلى القرن الأربعتاشر.,['بلغ الطراز القوطي ذروته في الفترة ما بين القرنين العاشر والحادي عشر والقرن الرابع عشر.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0626f10>,29.711102176402385,49.34864495370334,0.00010608057087010611,0.02233266271650791,0.004750018939375877,0.023528294172137976,0.00011175984292886246,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nGothic style peaked in the period between the 10th - 11th centuries and the 14th century.\nTranslation:'}]}]",,egy,False,None,None,None
Blobheart:command-r-plus,True,أي زيارات خارج غوما لازم نبحث عنها عشان نفهم حالة القتال المستمر في مقاطعة شمال كيفو، في وقت أن غوما آمنة بشكل معقول.,['بالرغم من أن غوما آمنة إلى حد ما، إلا أنه يجب البحث عن أي زيارات خارج غوما لمعرفة حالة القتال المستمر في مقاطعة كيفو الشمالية.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c06269d0>,42.09868589840738,54.53347254697039,0.0,0.0020795275922864676,0.0,0.0033353905891999602,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhile Goma is reasonably safe, any visits outside of Goma should be researched to understand the state of the fighting that persists in the North Kivu province.\nTranslation:'}]}]",,egy,False,None,None,None
Blobheart:command-r-plus,True,رغم كده هي مش متفردة في الشأن ده، ويعتبر التجريب والتجربة اختبار يمكن استخدامه عشان نتخلص من واحدة أو أكثر من الفرضيات المحتملة؛ طرح الأسئلة وإجراء الملاحظات يوجه البحث العلمي بردو.,['لكنها لا تنفرد بذلك، فالاختبار، والتجربة اختبار يستخدم لإقصاء فرضية أو أكثر من الفرضيات المحتملة، وطرح الأسئلة، وملاحظة الملاحظات توجه أيضًا البحث العلمي.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0626f70>,29.592478436139004,41.88685744154883,0.0,0.005909763276576996,0.0,0.00803444953635335,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nIt isn’t alone though, experimentation, and an experiment is a test that is used to eliminate one or more of the possible hypotheses, asking questions, and making observations also guide scientific research.\nTranslation:'}]}]",,egy,False,None,None,None
Blobheart:command-r-plus,True,"صرح وقال ""احنا هنسعى عشان نقلل انبعاثات ثاني أكسيد الكربون لكل وحدة من الناتج المحلى الإجمالي بهامش باين لحد سنة 2020 عن اللي كان عليه سنة 2005"".","['وقال هو ""سنحاول خفض انبعاثات ثاني أكسيد الكربون لكل وحدة من الناتج المحلي الإجمالي بهامش ملحوظ بحلول عام 2020 من مستوى عام 2005"".']",['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c05488b0>,48.87335618728387,52.18090884215656,0.0,0.006950716022402048,0.0,0.015981945674866438,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\n""We will endeavour to cut carbon dioxide emissions per unit of GDP by a notable margin by 2020 from the 2005 level,"" Hu said.\nTranslation:'}]}]",,egy,False,None,None,None
