estimator,from_cache,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,raw_prompt,_raw_turns,chat_preamble,documents,desired_output_dialect,too_few_tokens,error,error_traceback
Blobheart:command-r-plus,True,لا، مو مشكلة. أنت هون، على كل حال.,['آه، لا شيء. أنت هنا على أي حال.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc5c100>,11.13260756993763,27.246603106163658,4.7716156164360254e-05,0.002152558183297515,0.022167185321450233,0.022559249598998576,0.0005000750665738533,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nOh, it's nothing. You're here, anyway.\nTranslation:""}]}]",,(),syr,False,None,None
Blobheart:command-r-plus,True,كنت المفروض تسافر برحلة رقم تمانة اتنين صفر، يللي أقلعت من ربع ساعة. مو مشكلة. فيني دبرلك رحلة تانية.,['كان المفترض أنك على متن الرحلة رقم ثمانية وعشرون، والتي أقلعت قبل خمسة عشر دقيقة. حسناً، يمكنني أن أحجز لك رحلة أخرى.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc5c2b0>,3.7850991982399496,23.940142961038717,0.0,0.0006858130218461156,0.0,0.004413686983752996,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nYou were supposed to take flight eight two zero, which took off fifteen minutes ago. All right. I can arrange another flight for you.\nTranslation:'}]}]",,(),syr,False,None,None
Blobheart:command-r-plus,True,السن عم يتحرك.,['السنّ متحرك'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc5c730>,15.848738972120703,24.890893552873234,7.137756425605775e-05,0.052719779312610626,0.0013539048377424479,0.1266626976430416,0.00017148923910042298,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nThe tooth is loose.\nTranslation:'}]}]",,(),syr,False,None,None
Blobheart:command-r-plus,True,مقعد لغير المدخنين، رجاءً.,['من فضلك، أريد مقعداً لغير المدخنين.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc5c7c0>,30.79300751569293,44.8213710089581,0.0,0.0002984425809700042,0.0,0.0024208375834859908,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nA non-smoking seat, please.\nTranslation:'}]}]",,(),syr,False,None,None
Blobheart:command-r-plus,True,بأديش الفطر التازا؟,['كم سعر الفطر الطازج؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc5c700>,11.339582221952005,29.48005305753697,0.0,0.0037091621197760105,0.0,0.05843557103071362,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nHow much are fresh mushrooms?\nTranslation:'}]}]",,(),syr,False,None,None
Blobheart:command-r-plus,True,إذا في إمكان، بفضل ما ينقلع السن.,['ما فيني خلي الضرس يطلع إذا فيني خير'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc5cd90>,3.377156414337854,18.27439985986772,0.10835302823464232,0.10934732854366302,0.9909069538116455,0.1523058172315359,0.15092089340069448,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nIf possible, I'd rather not have the tooth out.\nTranslation:""}]}]",,(),syr,False,None,None
Blobheart:command-r-plus,True,بدنا غرفة بتطل عالبحيرة.,['نحن نريد غرفة تطل على البحيرة.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc5cf10>,8.913765521398126,38.78899229439493,0.0,0.0003156230377499014,0.0,0.0016109261341625825,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWe'd like a room overlooking the lake.\nTranslation:""}]}]",,(),syr,False,None,None
Blobheart:command-r-plus,True,فهمت، بس ما بقدر قوله.,['أفهم، لكنني لا أستطيع قول ذلك.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc5cdf0>,5.669791110976001,13.269070520372376,0.0,0.013373192399740219,0.0,0.051138828974217176,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI understand, but I can't say it.\nTranslation:""}]}]",,(),syr,False,None,None
Blobheart:command-r-plus,True,عم دور على كروت موديل هاواي.,['أبحث عن بعض البطاقات التي تُعد نموذجية في هاواي.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc5ce20>,7.12695567709093,20.62825772593422,0.0,0.0004570904129650444,0.0,0.0029806092206854373,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI'm looking for some cards that are typically Hawaiian.\nTranslation:""}]}]",,(),syr,False,None,None
Blobheart:command-r-plus,True,عفواً. اكبيس زر التصوير، لو سمحت.,['عذراً. الرجاء الضغط على زر الغالق.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc5c370>,6.1827411661290235,15.665166597113405,0.001148798919967664,0.02618628740310669,0.04387024790048599,0.06868765270337462,0.0030133443517995316,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nExcuse me. Press the shutter, please.\nTranslation:'}]}]",,(),syr,False,None,None
Blobheart:command-r-plus,True,بونساي شكلها هواية شخص كبير بالعمر.,['بونساي تبدو كهواية لشخص مسن.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc5c4c0>,13.177929630227897,25.063603672262513,5.031693582052254e-05,0.0008132316870614886,0.06187281757593155,0.004230213409755379,0.00026173522260905394,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nBonsai sounds like an old person's hobby.\nTranslation:""}]}]",,(),syr,False,None,None
Blobheart:command-r-plus,True,ممكن تعطيني تذكرة متعددة؟,['هل يمكنني الحصول على تذكرة متعددة؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc5c3a0>,44.63236137853326,49.20951796424082,0.0,0.0005582676385529339,0.0,0.0031545158417429775,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nCan I have a multiple ticket?\nTranslation:'}]}]",,(),syr,False,None,None
Blobheart:command-r-plus,True,بدي شوية تفاح، لو سمحت.,['بدي تفاحات، لو سمحت.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc5c3d0>,37.70794596593207,50.20873603292607,0.032161478719715975,0.037914786487817764,0.8482568860054016,0.990311914589256,0.8400389008435296,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI'd like some apples, please.\nTranslation:""}]}]",,(),syr,False,None,None
Blobheart:command-r-plus,True,أنت عملت هالشي.,['عملتها'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc5cbb0>,0.0,31.271842950385892,0.0080772737115542,0.05010971799492836,0.16119176149368286,0.22416364401578903,0.036133332641747895,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nYou did it.\nTranslation:'}]}]",,(),syr,False,None,None
Blobheart:command-r-plus,True,مية وخمسة وتلاتين ين لكل دولار.,['مئة وخمسة وثلاثون يناً للدولار.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc5cc40>,11.359354890271161,36.885468333028435,2.376460906608317e-05,0.00023350691481027752,0.10177261382341385,0.0010405559150967747,0.00010590009530881306,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nA hundred and thirty-five yen per dollar.\nTranslation:'}]}]",,(),syr,False,None,None
Blobheart:command-r-plus,True,لساته كله محجوز؟,['هل لا يزال محجوزا بالكامل؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc5cb20>,14.991106946711685,18.064080883214253,0.0,0.0006003967137075961,0.0,0.004334903205744922,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nIs it still fully booked?\nTranslation:'}]}]",,(),syr,False,None,None
Blobheart:command-r-plus,True,شو هية أوبرة اليوم؟,['شو أوبرا اليوم؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc5c190>,17.39350277271197,37.16151045365182,0.1917825450199402,0.25269123911857605,0.7589600086212158,0.9273364394903183,0.7038112721103396,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhat's today's opera?\nTranslation:""}]}]",,(),syr,False,None,None
Blobheart:command-r-plus,True,بدي تذكرتين روحة رجعة على أوكسفورد.,['بدي تذكرتين رايح جاي على أوكسفورد.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc5cfa0>,60.57824427486541,65.07438966166907,0.09589720066381391,0.10744721442461014,0.8925052285194397,0.992762602865696,0.8860458137362017,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI'd like two round-trip tickets to Oxford.\nTranslation:""}]}]",,(),syr,False,None,None
Blobheart:command-r-plus,True,من وين فيني اشتري تذكرة رافعة عليها حسم؟,['أين يمكنني شراء تذكرة مصعد بقسيمة؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc5c0a0>,5.837542914603121,15.561668419232937,9.043515895802885e-06,0.0005928508471697569,0.01525428518652916,0.004101919534150511,6.257185038612673e-05,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhere can I buy a coupon lift ticket?\nTranslation:'}]}]",,(),syr,False,None,None
Blobheart:command-r-plus,True,سمعت من قبل بالاسبوع الدهبي باليابان؟,['هل سمعت من قبل بأسبوع ذهبي في اليابان؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc5c880>,15.263892908971702,50.3943679183646,7.117551985907564e-06,0.0014975023223087192,0.004752948880195618,0.009574111318215728,4.550526166878163e-05,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nHave you ever heard of a Golden Week in Japan?\nTranslation:'}]}]",,(),syr,False,None,None
Blobheart:command-r-plus,True,هو بآخر القاعة.,['في آخر الممر.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc5ef70>,8.745825313180626,20.999096092870538,0.00017803658560661129,0.02823387086391449,0.00630578026175499,0.14980274811387062,0.0009446232122130999,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nIt's all the way down the hall.\nTranslation:""}]}]",,(),syr,False,None,None
Blobheart:command-r-plus,True,دلني على مكان ظريف من هالنهر، إذا سمحت.,['أرشدني إلى مكان جيد على هذا النهر، من فضلك.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc5ef10>,7.768562846380172,30.190010818249252,2.2286939561456058e-07,0.0006351126939989626,0.000350913149304688,0.005475896934513003,1.9215642385578445e-06,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nTell me a good spot of this river, please.\nTranslation:'}]}]",,(),syr,False,None,None
Blobheart:command-r-plus,True,رح نتسلى كتير برحلة المشي.,['رح تكون رحلتنا للمشي ممتعة كتير.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc5e190>,8.516593018819643,26.28551716265342,0.24839032541041917,0.4699140787124634,0.5285866856575012,0.9915372412651777,0.5241133840663424,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nOur hiking trip should be lots of fun.\nTranslation:'}]}]",,(),syr,False,None,None
Blobheart:command-r-plus,True,ممكن تبعتها على عنواني باليابان عن طريق خدمة جمع الطرد البريدي؟,['هل يمكنك إرسالها إلى عنواني في اليابان عبر البريد الدولي؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc5e1c0>,4.785196045370111,28.220955979161193,0.0,0.0004694176313932985,0.0,0.0035242458106949925,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nCould you send it to my address in Japan by collect international parcel post?\nTranslation:'}]}]",,(),syr,False,None,None
Blobheart:command-r-plus,True,مخارج الطوارء موجودة بأول هي الطيارة، وبنصها، وبآخرها.,['مخارج الطوارئ موجودة في مقدمة الطائرة ومنتصفها ومؤخرتها.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc5eaf0>,14.230715327204656,31.207109340469174,0.0008343188048457531,0.008937397040426731,0.09335143119096756,0.03251676942454651,0.0030354869634881113,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nThe emergency exits are located in the front, middle, and back of this plane.\nTranslation:'}]}]",,(),syr,False,None,None
Blobheart:command-r-plus,True,عم دور على شي مرتب.,['أبحث عن شيء أنيق.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc5ee50>,6.567274736060395,7.286825621337645,1.6815590205707977e-05,0.0056658643297851086,0.0029678773134946823,0.01478255057008937,4.3872796472556124e-05,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI'm looking for something dressy.\nTranslation:""}]}]",,(),syr,False,None,None
Blobheart:command-r-plus,True,اوك. رح اجي آخدك من الأوتيل عالساعة تمانة.,['حسناً. سأمر لآخذك من فندقك في الثامنة.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc5e760>,2.8752756483814883,15.212180863392813,0.0,0.0010972052114084363,0.0,0.00705026849755086,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nOkay. I'll pick you up at your hotel at eight o'clock.\nTranslation:""}]}]",,(),syr,False,None,None
Blobheart:command-r-plus,True,أنو شارع هاد؟,['أي شارع هذا؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc5e610>,19.3576934939088,27.840479111180557,0.0006809597032266072,0.007403708528727293,0.09197548776865005,0.016036498825997114,0.0014749648016224685,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhat street is this?\nTranslation:'}]}]",,(),syr,False,None,None
Blobheart:command-r-plus,True,تسعة وعشرين آب.,['آب (أغسطس) التاسع والعشرون.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc5e6d0>,3.21858262703621,19.23984249060887,0.0,0.018147030845284462,0.0,0.06793142668902874,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nAugust twenty-ninth.\nTranslation:'}]}]",,(),syr,False,None,None
Blobheart:command-r-plus,True,بدك تدفع الفاتورة هلأ؟,['بدك تسوي الفاتورة هلأ؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc5e2b0>,58.14307369682194,63.34290075679395,0.28986789386971523,0.3107103705406189,0.9329199194908142,0.9901577010750771,0.9237378427701706,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nDo you want to settle the bill now?\nTranslation:'}]}]",,(),syr,False,None,None
Blobheart:command-r-plus,True,ما معي مصاري أبداً.,['ما معي مصاري.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc5e130>,47.39878501170795,62.357429268456684,0.26375731390097457,0.29585129022598267,0.8915199041366577,0.9839985817670822,0.8772543212875963,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI don't have any money.\nTranslation:""}]}]",,(),syr,False,None,None
Blobheart:command-r-plus,True,أكتر مبيعات عنا خلال الأربع سنين الماضية هي مكنة التصوير إيه إكس أربعمية وخمسين.,['كان أكثر منتجاتنا مبيعًا على مدار السنوات الأربع الماضية هو آلة النسخ AX-four five zero.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc5e220>,6.938247178254631,21.811297685128842,0.0024922673920893534,0.06622929126024246,0.03763089329004288,0.21438966505229473,0.008067674608070938,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nOur top-seller for the last four years has been the AX-four five zero copier.\nTranslation:'}]}]",,(),syr,False,None,None
Blobheart:command-r-plus,True,زابط منيح.,['إنه مناسب تمامًا.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc5e7f0>,8.116697886877475,11.420785545239395,0.0,0.0002844476839527488,0.0,0.002710123313590884,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nIt fits just right.\nTranslation:'}]}]",,(),syr,False,None,None
Blobheart:command-r-plus,True,بدي اتأكد من غراضي الغالية.,['أريد أن أتفقد أشيائي الثمينة.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc5e940>,3.3864985683445354,12.914500559069204,0.0,0.0027014806400984526,0.0,0.010170504916459322,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI'd like to check my valuables.\nTranslation:""}]}]",,(),syr,False,None,None
Blobheart:command-r-plus,True,الاستاذ كوباياشي كان عم يدور عليك.,['السيد كوباياشي يبحث عنك.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc5e820>,31.654199979887586,26.061511649380332,0.0,0.003972022794187069,0.0,0.015197160420939326,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nMr. Kobayashi has been looking for you.\nTranslation:'}]}]",,(),syr,False,None,None
Blobheart:command-r-plus,True,بدي شي مكان صغير.,['بدي محل صغير.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc5e850>,27.534765745159184,34.67897152527169,0.31297179716739265,0.36203765869140625,0.8644730448722839,0.9868140816688538,0.8530741739031207,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI would like someplace small.\nTranslation:'}]}]",,(),syr,False,None,None
Blobheart:command-r-plus,True,فيك تعيرني حبل سحب، إذا ممكن؟,['منشان الله ساعدني بحبل سحب.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc5e070>,13.68839049090644,15.616003808624294,0.6292678206108704,0.9766760468482971,0.644295334815979,0.9955107107525691,0.6414029066972198,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nCan you lend me a towrope, please?\nTranslation:'}]}]",,(),syr,False,None,None
Blobheart:command-r-plus,True,عندك شي مقاعد فاضية على لندن؟,['عندك مقاعد فاضية لرحلة لندن؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc5ed00>,41.72261448611506,51.39128406261491,0.039242758249232956,0.12039615958929062,0.3259469270706177,0.36185717675834894,0.11794623480283317,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nDo you have any vacant seats for London?\nTranslation:'}]}]",,(),syr,False,None,None
Blobheart:command-r-plus,True,لسه عندك مقاعد لعرض الليلة؟,['هل ما زال لديكم مقاعد لعرض الليلة؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc5ed90>,46.17366309441026,62.214919546617296,1.3653938888510042e-06,0.0007517018239013851,0.0018164035864174366,0.006071213283576071,1.1027773582192757e-05,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nDo you still have seats for tonight's performance?\nTranslation:""}]}]",,(),syr,False,None,None
Blobheart:command-r-plus,True,فكرة حلوة.,['فكرة جميلة.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc5ec70>,0.0,29.445003393014435,0.00038061288188492165,0.03768828883767128,0.01009896956384182,0.13785077817738056,0.0013921508131652764,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nLovely idea.\nTranslation:'}]}]",,(),syr,False,None,None
