,songID,Singer,SongTitle,SongWriter,Composer,LyricsOrder,Lyrics,SingerNationality,SongDialect
29,27027,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,3,يومك قريب من عيوني واشوفك,Kuwait,Gulf
30,27027,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,4,كان لي حياتي بالهنا طعم ثاني,Kuwait,Gulf
31,27027,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,5,واليوم تشكي لي خوافي ظروفك,Kuwait,Gulf
32,27027,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,6,ودان واليل دان دانه ودانه حبيبي..,Kuwait,Gulf
33,27027,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,7,ابعدت عني بالغلى والاماني,Kuwait,Gulf
34,27027,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,8,مدري جفا والا قسى الحب خوفك,Kuwait,Gulf
35,27027,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,9,اسرفت في هجري وانا منك اعاني,Kuwait,Gulf
36,27027,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,10,كنك قريب وكن عيني تحوفك,Kuwait,Gulf
37,27027,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,11,الله على وقت مضى من زماني,Kuwait,Gulf
38,27027,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,12,يومك قريب من عيوني واشوفك,Kuwait,Gulf
39,27027,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,13,كان لي حياتي بالهنا طعم ثاني,Kuwait,Gulf
40,27027,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,14,واليوم تشكي لي خوافي ظروفك,Kuwait,Gulf
41,27027,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,15,ودان واليل دان دانه ودانه حبيبي,Kuwait,Gulf
42,27027,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,16,ليت الليالي وصلها ما نساني,Kuwait,Gulf
43,27027,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,17,او ليت قلبك ما نساه معروفك,Kuwait,Gulf
44,27027,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,18,ارجع وعاهدني على الحب ثاني,Kuwait,Gulf
45,27027,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,19,شمس الوفا لا يحجبها كسوفك,Kuwait,Gulf
46,27027,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,20,الله على وقت مضى من زماني,Kuwait,Gulf
47,27027,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,21,يومك قريب من عيوني واشوفك,Kuwait,Gulf
48,27027,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,22,كان لي حياتي بالهنا طعم ثاني,Kuwait,Gulf
49,27027,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,23,واليوم تشكي لي خوافي ظروفك,Kuwait,Gulf
50,27027,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,24,ودان واليل دان دانه ودانه حبيبي,Kuwait,Gulf
51,6115,حمود ناصر,انت عالبال,غير معروف,غير معروف,1,مستحيل حب ثاني يسكن قلبي وانت بعيـــــــــد,Kuwait,Gulf
52,6115,حمود ناصر,انت عالبال,غير معروف,غير معروف,2,مستحيل افكر بأحد غيرك وفـ حب جديـــــــــــد,Kuwait,Gulf
53,6115,حمود ناصر,انت عالبال,غير معروف,غير معروف,3,ياما ناس فرقونا ووعدتك ببقى يمك مهما صار,Kuwait,Gulf
54,6115,حمود ناصر,انت عالبال,غير معروف,غير معروف,4,انت عالبال يا عيوني غيرك ما طال جفونـــــــي,Kuwait,Gulf
55,6115,حمود ناصر,انت عالبال,غير معروف,غير معروف,5,يا نو عيوني مهما يلوموني حبك غير بعينـــــــــــي والله,Kuwait,Gulf
56,6115,حمود ناصر,انت عالبال,غير معروف,غير معروف,6,اسمك يا غالي ما غيره فـ بالي مهما يصير حبيبـــي والله,Kuwait,Gulf
57,6115,حمود ناصر,انت عالبال,غير معروف,غير معروف,7,انت عالبال يا عيوني غيرك ما طال جفونـــــــي,Kuwait,Gulf
58,6115,حمود ناصر,انت عالبال,غير معروف,غير معروف,8,يا احلى طاري مقدر اداري قلبي الشوق فضحنـــــي والله,Kuwait,Gulf
59,6115,حمود ناصر,انت عالبال,غير معروف,غير معروف,9,خطواتك دربي يا مالك قلبي شلون انساك يا غالــــي والله,Kuwait,Gulf
60,6115,حمود ناصر,انت عالبال,غير معروف,غير معروف,10,انت عالبال يا عيوني غيرك ما طال جفونـــــــي,Kuwait,Gulf
61,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,1,مشتاق مشتاق,Kuwait,Gulf
62,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,2,حيل تعبني مشتاق,Kuwait,Gulf
63,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,3,والوله بلقلب حراق,Kuwait,Gulf
64,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,4,يبوه بلحال,Kuwait,Gulf
65,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,5,من وين من وين,Kuwait,Gulf
66,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,6,القاه انا من وين,Kuwait,Gulf
67,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,7,قلبي لوا ادموع العين,Kuwait,Gulf
68,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,8,غيابه طال,Kuwait,Gulf
69,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,9,مشتاق مشتاق,Kuwait,Gulf
70,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,10,حيل تعبني مشتاق,Kuwait,Gulf
71,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,11,والوله بلقلب حراق,Kuwait,Gulf
72,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,12,يبوه بلحال,Kuwait,Gulf
73,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,13,من وين من وين,Kuwait,Gulf
74,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,14,القاه انا من وين,Kuwait,Gulf
75,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,15,قلبي لو ادموع العين,Kuwait,Gulf
76,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,16,غيابه طال,Kuwait,Gulf
77,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,17,كافي كافي كافي,Kuwait,Gulf
78,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,18,هم وغم كافي,Kuwait,Gulf
79,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,19,مافي مافي,Kuwait,Gulf
80,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,20,حد يحس,Kuwait,Gulf
81,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,21,مافي مافي,Kuwait,Gulf
82,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,22,سهرني وبكاني,Kuwait,Gulf
83,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,23,من يوم غاب وراح,Kuwait,Gulf
84,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,24,تعبني وخلاني,Kuwait,Gulf
85,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,25,اعيش انا بجراح,Kuwait,Gulf
86,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,26,من وين من وين,Kuwait,Gulf
87,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,27,القاه انا من وين,Kuwait,Gulf
88,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,28,قلبي ول ادموع العين,Kuwait,Gulf
89,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,29,غيابه طال,Kuwait,Gulf
90,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,30,فاقده وفاقد احساسه,Kuwait,Gulf
91,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,31,لوبعيد قلبي يحسه,Kuwait,Gulf
92,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,32,كافي فراق قولوله بسه,Kuwait,Gulf
93,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,33,قولوله قلبي اشتاق,Kuwait,Gulf
94,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,34,فاقده وفاقد حسه,Kuwait,Gulf
95,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,35,لوبعيد قلبي بحسه,Kuwait,Gulf
96,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,36,كافي فراق قولوله بسه,Kuwait,Gulf
97,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,37,قولوله قلبي اشتاق,Kuwait,Gulf
98,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,38,اتهل اتهل كل دمعه باسمه تهل,Kuwait,Gulf
99,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,39,نسى كلشي وماسال,Kuwait,Gulf
100,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,40,شالحل معاها شالحال,Kuwait,Gulf
101,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,41,حرام حرام,Kuwait,Gulf
102,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,42,شوفو حالي ياحرام,Kuwait,Gulf
103,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,43,عيني ماقامت تنام,Kuwait,Gulf
104,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,44,محتاج هواا,Kuwait,Gulf
105,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,45,اتهل اتهل كل دمعه باسمه تهل,Kuwait,Gulf
106,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,46,نسى كلشي وماسال,Kuwait,Gulf
107,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,47,شالحل معاها شالحال,Kuwait,Gulf
108,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,48,حرام حرام,Kuwait,Gulf
109,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,49,شوفو حالي ياحرام,Kuwait,Gulf
110,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,50,عيني ماقامت تنام,Kuwait,Gulf
111,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,51,محتاج هواا,Kuwait,Gulf
112,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,52,كافي كافي كافي,Kuwait,Gulf
113,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,53,هم وغم كافي,Kuwait,Gulf
114,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,54,مافي مافي,Kuwait,Gulf
115,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,55,حد يحس,Kuwait,Gulf
116,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,56,مافي مافي,Kuwait,Gulf
117,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,57,سهرني وبكاني,Kuwait,Gulf
118,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,58,من يوم غاب وراح,Kuwait,Gulf
119,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,59,تعبني وخلاني,Kuwait,Gulf
120,23867,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,60,اعيش انا بجراح,Kuwait,Gulf
121,7386,حمد القطان,ببقي,احمد الصانع,حمد القطان,1,تبطي تلاقي مثل قلبي يا حبيبي بدنياك,Kuwait,Gulf
122,7386,حمد القطان,ببقي,احمد الصانع,حمد القطان,2,ياللي الخيانة واضحة وباينه في عيونك,Kuwait,Gulf
123,7386,حمد القطان,ببقي,احمد الصانع,حمد القطان,3,بالحالتين إن رحت وإلا إن جيتني حياك,Kuwait,Gulf
124,7386,حمد القطان,ببقي,احمد الصانع,حمد القطان,4,صدقني ما توقف حياتي يا حياتي بدونك,Kuwait,Gulf
125,7386,حمد القطان,ببقي,احمد الصانع,حمد القطان,5,المرجله إني رغم حبي لك قررت أنساك,Kuwait,Gulf
126,7386,حمد القطان,ببقي,احمد الصانع,حمد القطان,6,وأنسى رداك وعشرتك وما أهتم في شؤونك,Kuwait,Gulf
127,7386,حمد القطان,ببقي,احمد الصانع,حمد القطان,7,كل الغلط من قلبي حب مثلك لين علام,Kuwait,Gulf
128,7386,حمد القطان,ببقي,احمد الصانع,حمد القطان,8,تصدق أصلاً إنت تستحق من يخونك,Kuwait,Gulf
129,7386,حمد القطان,ببقي,احمد الصانع,حمد القطان,9,تبطي تلاقي مثل قلبي يا حبيبي بدنياك,Kuwait,Gulf
130,7386,حمد القطان,ببقي,احمد الصانع,حمد القطان,10,ببقى أنا ببقى معاك أبقى أنا وبلياك,Kuwait,Gulf
131,7386,حمد القطان,ببقي,احمد الصانع,حمد القطان,11,حتى ولو صحراي تفقد الكرم من مزونك,Kuwait,Gulf
132,7386,حمد القطان,ببقي,احمد الصانع,حمد القطان,12,مثل الذهب صافي أنا مثل الذهب وياك,Kuwait,Gulf
133,7386,حمد القطان,ببقي,احمد الصانع,حمد القطان,13,يإللي مع الأيام غيرت طبعك ولونك,Kuwait,Gulf
134,16675,حمود ناصر,عساك بخير,غير معروف,غير معروف,1,عساك تذكر ليالينا,Kuwait,Gulf
135,16675,حمود ناصر,عساك بخير,غير معروف,غير معروف,2,سوالفنا وغناوينا,Kuwait,Gulf
136,16675,حمود ناصر,عساك بخير,غير معروف,غير معروف,3,في بعدك كم بكت الغيوم,Kuwait,Gulf
137,16675,حمود ناصر,عساك بخير,غير معروف,غير معروف,4,مطر أخفاها ضوا النجوم,Kuwait,Gulf
138,16675,حمود ناصر,عساك بخير,غير معروف,غير معروف,5,ولا طارت في السما أي طير,Kuwait,Gulf
139,16675,حمود ناصر,عساك بخير,غير معروف,غير معروف,6,بعد ما طالت أسفارك,Kuwait,Gulf
140,16675,حمود ناصر,عساك بخير,غير معروف,غير معروف,7,أنا حاير ورا أحبارك,Kuwait,Gulf
141,16675,حمود ناصر,عساك بخير,غير معروف,غير معروف,8,يا شاغل بالي وفكري,Kuwait,Gulf
142,16675,حمود ناصر,عساك بخير,غير معروف,غير معروف,9,في كل لحظة علي تطري,Kuwait,Gulf
143,16675,حمود ناصر,عساك بخير,غير معروف,غير معروف,10,آآه معك حياتي غير,Kuwait,Gulf
144,16675,حمود ناصر,عساك بخير,غير معروف,غير معروف,11,عساك بخير,Kuwait,Gulf
145,16675,حمود ناصر,عساك بخير,غير معروف,غير معروف,12,متى هالغربة تنهيها,Kuwait,Gulf
146,16675,حمود ناصر,عساك بخير,غير معروف,غير معروف,13,متى عينيك ألاقيها,Kuwait,Gulf
147,16675,حمود ناصر,عساك بخير,غير معروف,غير معروف,14,بدونك حالتي حالة,Kuwait,Gulf
148,16675,حمود ناصر,عساك بخير,غير معروف,غير معروف,15,ترى قربي أنا أسعالا,Kuwait,Gulf
149,16675,حمود ناصر,عساك بخير,غير معروف,غير معروف,16,في بعد ما أشوف الخير,Kuwait,Gulf
150,16675,حمود ناصر,عساك بخير,غير معروف,غير معروف,17,عساك بخير .. عساك بخير,Kuwait,Gulf
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
