,songID,Singer,SongTitle,SongWriter,Composer,LyricsOrder,Lyrics,SingerNationality,SongDialect
55,23722,احمد كامل,مش شرط,احمد كامل,احمد كامل,5,بنعيش على ذكرى من الماضي للحاضر,Palestine,Levantine
56,23722,احمد كامل,مش شرط,احمد كامل,احمد كامل,6,ياما البكى محبوس لكن الكلام فياض,Palestine,Levantine
57,23722,احمد كامل,مش شرط,احمد كامل,احمد كامل,7,كلمتها وسلمت لكن الفراق شاطر,Palestine,Levantine
58,23722,احمد كامل,مش شرط,احمد كامل,احمد كامل,8,غمضت عيني وليه وكاني ما حبيت,Palestine,Levantine
59,23722,احمد كامل,مش شرط,احمد كامل,احمد كامل,9,غربتي حيلة القلب وبكينا على روحنا,Palestine,Levantine
60,23722,احمد كامل,مش شرط,احمد كامل,احمد كامل,10,مع اني فيكي بموت وعملت قلبي بيت,Palestine,Levantine
61,23722,احمد كامل,مش شرط,احمد كامل,احمد كامل,11,يفضل غنايا طريق للشكوى في جروحنا,Palestine,Levantine
62,16770,ايمن امين,عشقان,مصطفى زمزم,ناصر الأسعد,1,عشقان سهران ع غيابك حبيبي,Palestine,Levantine
63,16770,ايمن امين,عشقان,مصطفى زمزم,ناصر الأسعد,2,تعبان خيفان ما ترجع حبيبي,Palestine,Levantine
64,16770,ايمن امين,عشقان,مصطفى زمزم,ناصر الأسعد,3,عشقان سهران ع غيابك حبيبي,Palestine,Levantine
65,16770,ايمن امين,عشقان,مصطفى زمزم,ناصر الأسعد,4,تعبان خيفان ما ترجع حبيبي,Palestine,Levantine
66,16770,ايمن امين,عشقان,مصطفى زمزم,ناصر الأسعد,5,انا عايش غربة ايامي صعبة,Palestine,Levantine
67,16770,ايمن امين,عشقان,مصطفى زمزم,ناصر الأسعد,6,لا تطول حبيبي انا خايف من بكرة,Palestine,Levantine
68,16770,ايمن امين,عشقان,مصطفى زمزم,ناصر الأسعد,7,أنا عايش غربة أيامي صعبة,Palestine,Levantine
69,16770,ايمن امين,عشقان,مصطفى زمزم,ناصر الأسعد,8,لا تطول حبيبي أنا خايف من بكرة,Palestine,Levantine
70,16770,ايمن امين,عشقان,مصطفى زمزم,ناصر الأسعد,9,بالثواني والساعات عم بنطر حبيبي,Palestine,Levantine
71,16770,ايمن امين,عشقان,مصطفى زمزم,ناصر الأسعد,10,معقول ما ترجع تنساني يا حبيبي,Palestine,Levantine
72,16770,ايمن امين,عشقان,مصطفى زمزم,ناصر الأسعد,11,بالثواني والساعات عم بنطر حبيبي,Palestine,Levantine
73,16770,ايمن امين,عشقان,مصطفى زمزم,ناصر الأسعد,12,معقول ما ترجع تنساني يا حبيبي,Palestine,Levantine
74,16770,ايمن امين,عشقان,مصطفى زمزم,ناصر الأسعد,13,أنا عايش غربة أيامي صعبة,Palestine,Levantine
75,16770,ايمن امين,عشقان,مصطفى زمزم,ناصر الأسعد,14,لا تطول حبيبي أنا خايف من بكرة,Palestine,Levantine
76,16770,ايمن امين,عشقان,مصطفى زمزم,ناصر الأسعد,15,أنا عايش غربة أيامي صعبة,Palestine,Levantine
77,16770,ايمن امين,عشقان,مصطفى زمزم,ناصر الأسعد,16,لا تطول حبيبي أنا خايف من بكرة,Palestine,Levantine
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
