,songID,Singer,SongTitle,SongWriter,Composer,LyricsOrder,Lyrics,SingerNationality,SongDialect
34,1826,جواد العلي,اسمعك,يم,عبد الله مسلم,5,الهوا وشهو الهوا من دونك,Saudi Arabia,Gulf
35,1826,جواد العلي,اسمعك,يم,عبد الله مسلم,6,السما نجومها يبكوك,Saudi Arabia,Gulf
36,1826,جواد العلي,اسمعك,يم,عبد الله مسلم,7,لاتغيب عني تكفى لا تغيب,Saudi Arabia,Gulf
37,1826,جواد العلي,اسمعك,يم,عبد الله مسلم,8,اشواقي والاحساس يترجونك,Saudi Arabia,Gulf
38,1826,جواد العلي,اسمعك,يم,عبد الله مسلم,9,اعشقك اليوم امس وباكر,Saudi Arabia,Gulf
39,1826,جواد العلي,اسمعك,يم,عبد الله مسلم,10,عشقنا ماله نهايه واخر,Saudi Arabia,Gulf
40,1826,جواد العلي,اسمعك,يم,عبد الله مسلم,11,تبتعد عني دقيقه يا حرام,Saudi Arabia,Gulf
41,1826,جواد العلي,اسمعك,يم,عبد الله مسلم,12,وانا اللي عنك لحظه مو قادر,Saudi Arabia,Gulf
42,15764,داليا مبارك,طار طيرك,غير معروف,غير معروف,1,اللي جابك جاب غيرك ما أبي شرك وخيرك,Saudi Arabia,Gulf
43,15764,داليا مبارك,طار طيرك,غير معروف,غير معروف,2,ذاك الاول كنت احبك يا حبيبي طار طيرك,Saudi Arabia,Gulf
44,15764,داليا مبارك,طار طيرك,غير معروف,غير معروف,3,بالعشق صاير مزاجي وانا يمه حيل احتياجي,Saudi Arabia,Gulf
45,15764,داليا مبارك,طار طيرك,غير معروف,غير معروف,4,صرت مدمن ابتسامك وانت ادمنت انزعاجي,Saudi Arabia,Gulf
46,15764,داليا مبارك,طار طيرك,غير معروف,غير معروف,5,ويلي ويلي اللي جابك ويلي ويل جاب غيرك,Saudi Arabia,Gulf
47,15764,داليا مبارك,طار طيرك,غير معروف,غير معروف,6,ويلي ويلي حبيبي طار طيرك طار طيرك,Saudi Arabia,Gulf
48,15764,داليا مبارك,طار طيرك,غير معروف,غير معروف,7,طاح حبك في هوانا وربي عن حبك غنانا,Saudi Arabia,Gulf
49,15764,داليا مبارك,طار طيرك,غير معروف,غير معروف,8,تدري انه صعب نذكر بالهوى من هو نسانا,Saudi Arabia,Gulf
50,15764,داليا مبارك,طار طيرك,غير معروف,غير معروف,9,شوفلك بالحب غيري وانسى حبي يا عشيري,Saudi Arabia,Gulf
51,15764,داليا مبارك,طار طيرك,غير معروف,غير معروف,10,انت عارف وش مصيرك وانا اعرف وش مصيري,Saudi Arabia,Gulf
52,15764,داليا مبارك,طار طيرك,غير معروف,غير معروف,11,دايم بحبك تكابر وانا ياما كنت صابر,Saudi Arabia,Gulf
53,15764,داليا مبارك,طار طيرك,غير معروف,غير معروف,12,تدري وش معنى الندامة بالعشق كسر الخواطر,Saudi Arabia,Gulf
54,15764,داليا مبارك,طار طيرك,غير معروف,غير معروف,13,ودام هذي هي النهاية اجمع شتات البداية,Saudi Arabia,Gulf
55,15764,داليا مبارك,طار طيرك,غير معروف,غير معروف,14,وان كان ع الذكرى تطمن باخذ جروحي معايا,Saudi Arabia,Gulf
56,14293,رابح صقر,سهرتنا,عبد الله بن بندر,رابح صقر,1,سهرتنا الليلة خلوها صباحي,Saudi Arabia,Gulf
57,14293,رابح صقر,سهرتنا,عبد الله بن بندر,رابح صقر,2,حلوه محبتنا وفينا الهوى صاحي,Saudi Arabia,Gulf
58,14293,رابح صقر,سهرتنا,عبد الله بن بندر,رابح صقر,3,نعشق بعض وإحنا في الحب مجتمعين,Saudi Arabia,Gulf
59,14293,رابح صقر,سهرتنا,عبد الله بن بندر,رابح صقر,4,من قدنا الليلة أنا ونور العين,Saudi Arabia,Gulf
60,14293,رابح صقر,سهرتنا,عبد الله بن بندر,رابح صقر,5,مدامه قدامي أنا وشوق بخير,Saudi Arabia,Gulf
61,14293,رابح صقر,سهرتنا,عبد الله بن بندر,رابح صقر,6,أضمه بحضاني وأحس حضنه غير,Saudi Arabia,Gulf
62,14293,رابح صقر,سهرتنا,عبد الله بن بندر,رابح صقر,7,في الحب أنا وياه من يقدر يجارينا,Saudi Arabia,Gulf
63,14293,رابح صقر,سهرتنا,عبد الله بن بندر,رابح صقر,8,والحب ما يفارق ليله من ليالينا,Saudi Arabia,Gulf
64,22564,رابح صقر,ما هو أنت,غير معروف,غير معروف,1,ما هو أنت اللي تكلّمني كذا,Saudi Arabia,Gulf
65,22564,رابح صقر,ما هو أنت,غير معروف,غير معروف,2,أنت ما ترضى تزعّلني عليك,Saudi Arabia,Gulf
66,22564,رابح صقر,ما هو أنت,غير معروف,غير معروف,3,في كلامك ما تسبّب لي أذى,Saudi Arabia,Gulf
67,22564,رابح صقر,ما هو أنت,غير معروف,غير معروف,4,كيف تجرحني و أنا بـ الحيل أبيك,Saudi Arabia,Gulf
68,22564,رابح صقر,ما هو أنت,غير معروف,غير معروف,5,لا توصلني معك قولة و إذا,Saudi Arabia,Gulf
69,22564,رابح صقر,ما هو أنت,غير معروف,غير معروف,6,إذا قلت أني ترى ما عاد أجيك,Saudi Arabia,Gulf
70,22564,رابح صقر,ما هو أنت,غير معروف,غير معروف,7,ياما قلبي لك عطى و قلبك خذا,Saudi Arabia,Gulf
71,22564,رابح صقر,ما هو أنت,غير معروف,غير معروف,8,أنا منك يا هوى بالي و فيك,Saudi Arabia,Gulf
72,22564,رابح صقر,ما هو أنت,غير معروف,غير معروف,9,أنت ورد الحُب و أنفاسك شذى,Saudi Arabia,Gulf
73,22564,رابح صقر,ما هو أنت,غير معروف,غير معروف,10,لا تغلّى شفني مشتاق أحتريك,Saudi Arabia,Gulf
74,22564,رابح صقر,ما هو أنت,غير معروف,غير معروف,11,معك وضعي لا كذا ولا كذا,Saudi Arabia,Gulf
75,22564,رابح صقر,ما هو أنت,غير معروف,غير معروف,12,و السبب معروف الله يهديك﻿,Saudi Arabia,Gulf
76,3994,راشد الماجد,الف هلا,تركي المشيقح,احمد الهرمي,1,الف آهلا .. والف سهلا,Saudi Arabia,Gulf
77,3994,راشد الماجد,الف هلا,تركي المشيقح,احمد الهرمي,2,الفضا ضاق بـ محبك ياعيون اللي يحبك,Saudi Arabia,Gulf
78,3994,راشد الماجد,الف هلا,تركي المشيقح,احمد الهرمي,3,ياعوضنا في كل شي حتى في غيابك وفي,Saudi Arabia,Gulf
79,3994,راشد الماجد,الف هلا,تركي المشيقح,احمد الهرمي,4,الف اهلا .. اهلا والف سهلا,Saudi Arabia,Gulf
80,3994,راشد الماجد,الف هلا,تركي المشيقح,احمد الهرمي,5,شفت كيف العارض البارح تعطر,Saudi Arabia,Gulf
81,3994,راشد الماجد,الف هلا,تركي المشيقح,احمد الهرمي,6,شفت كيف طويق يضحك ويتبختر,Saudi Arabia,Gulf
82,3994,راشد الماجد,الف هلا,تركي المشيقح,احمد الهرمي,7,وشفت كيف قلوبنا لبست مرودن,Saudi Arabia,Gulf
83,3994,راشد الماجد,الف هلا,تركي المشيقح,احمد الهرمي,8,وتعرض فرحه يافرحة كل ضايق,Saudi Arabia,Gulf
84,3994,راشد الماجد,الف هلا,تركي المشيقح,احمد الهرمي,9,وانت ضايق .. ياسندنا يافرحنا يا امل بكره وبعده,Saudi Arabia,Gulf
85,3994,راشد الماجد,الف هلا,تركي المشيقح,احمد الهرمي,10,الف اهلا .. اهلا والف سهلا,Saudi Arabia,Gulf
86,3994,راشد الماجد,الف هلا,تركي المشيقح,احمد الهرمي,11,وانت غايب يبست عروق النخيل,Saudi Arabia,Gulf
87,3994,راشد الماجد,الف هلا,تركي المشيقح,احمد الهرمي,12,مارواها الدمع في غيابك بخيل,Saudi Arabia,Gulf
88,3994,راشد الماجد,الف هلا,تركي المشيقح,احمد الهرمي,13,يا آيه في العطا يابو العطا يابو الوفا,Saudi Arabia,Gulf
89,3994,راشد الماجد,الف هلا,تركي المشيقح,احمد الهرمي,14,ياكل شيٍ خالقه ربي جميل,Saudi Arabia,Gulf
90,3994,راشد الماجد,الف هلا,تركي المشيقح,احمد الهرمي,15,طالبينك لانويت تغيب مره,Saudi Arabia,Gulf
91,3994,راشد الماجد,الف هلا,تركي المشيقح,احمد الهرمي,16,احسب حساب المواجع الف مره,Saudi Arabia,Gulf
92,3994,راشد الماجد,الف هلا,تركي المشيقح,احمد الهرمي,17,والف اهلا والف سهلا ..,Saudi Arabia,Gulf
93,3994,راشد الماجد,الف هلا,تركي المشيقح,احمد الهرمي,18,مرت اسماء ومرت اطياف توارد,Saudi Arabia,Gulf
94,3994,راشد الماجد,الف هلا,تركي المشيقح,احمد الهرمي,19,يبقى انت و بس انت بقلبي خالد,Saudi Arabia,Gulf
95,3994,راشد الماجد,الف هلا,تركي المشيقح,احمد الهرمي,20,الف اهلا .. اهلا والف سهلا,Saudi Arabia,Gulf
96,4302,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,2,الله لا يجيب الزعل راشد الماجد الله لا يجيب الزعل بينك وبينــــــــي,Saudi Arabia,Gulf
97,4302,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,3,وان زعلت أرضيك انا يا نور عيني,Saudi Arabia,Gulf
98,4302,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,4,تضحك الدنيا في عيني لا رضيــــت,Saudi Arabia,Gulf
99,4302,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,5,واقبل اعذارك واسامح لو خطيـــت,Saudi Arabia,Gulf
100,4302,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,6,لو اقول انك حياتي ما وفيـــــــــــت,Saudi Arabia,Gulf
101,4302,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,7,كيف انا اضيع حبيبي من يدينــــــي,Saudi Arabia,Gulf
102,4302,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,8,الله لا يجيب الزعل ..,Saudi Arabia,Gulf
103,4302,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,9,الله لا يحرمني منك ومن حلاك ومن دلالــــــك,Saudi Arabia,Gulf
104,4302,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,10,ما اتمنى غير شوفك مبتسم مرتاح بالـــــــــك,Saudi Arabia,Gulf
105,4302,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,11,انا محتاج لحنانك مهمــــــــى كــان,Saudi Arabia,Gulf
106,4302,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,12,شوفتك عندي لها قدرٍ وشـــــــــان,Saudi Arabia,Gulf
107,4302,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,13,انت في بالي واحبك من زمــــــــان,Saudi Arabia,Gulf
108,4302,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,14,انت من يقدر يخيب فيك ظنــــــــي,Saudi Arabia,Gulf
109,4302,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,15,الله لا يجيب الزعل ..,Saudi Arabia,Gulf
110,4302,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,16,لو تخيلك غيابي لا تقول اني نسيتـــــــــــــــك,Saudi Arabia,Gulf
111,4302,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,17,"صدق احساسك وقلبك ، انا من قلبي هويتــك",Saudi Arabia,Gulf
112,4302,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,18,وانت في بالي الاول والاخيـــــــــــر,Saudi Arabia,Gulf
113,4302,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,19,لو تغيب شوي توحشني كثيــــــــــر,Saudi Arabia,Gulf
114,4302,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,20,وش اللي يسليني وانا عاشق واغيـر,Saudi Arabia,Gulf
115,4302,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,21,وش كثر عانيت حتى اني لقيتـــــــك,Saudi Arabia,Gulf
116,4302,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,22,الله لا يجيب الزعل,Saudi Arabia,Gulf
117,27603,سعد جمعة,يا بنت,غير معروف,غيرمعروف,1,يابنت يكفي دنيتك كلها دموع,Saudi Arabia,Gulf
118,27603,سعد جمعة,يا بنت,غير معروف,غيرمعروف,2,مافي يديني شي وانتي حزينه,Saudi Arabia,Gulf
119,27603,سعد جمعة,يا بنت,غير معروف,غيرمعروف,3,حالي بقلبي من محانيه منزوع,Saudi Arabia,Gulf
120,27603,سعد جمعة,يا بنت,غير معروف,غيرمعروف,4,حني بحالك خوفتي تخسرينه,Saudi Arabia,Gulf
121,27603,سعد جمعة,يا بنت,غير معروف,غيرمعروف,5,يابنت قولي مانطقتيه مسموع,Saudi Arabia,Gulf
122,27603,سعد جمعة,يا بنت,غير معروف,غيرمعروف,6,مدي يدينك واطلبي اللي تبينه,Saudi Arabia,Gulf
123,27603,سعد جمعة,يا بنت,غير معروف,غيرمعروف,7,لولا الحزن لعيونك السود ممنوع,Saudi Arabia,Gulf
124,27603,سعد جمعة,يا بنت,غير معروف,غيرمعروف,8,وليا ضحكتي عالمي ترسمينه,Saudi Arabia,Gulf
125,27603,سعد جمعة,يا بنت,غير معروف,غيرمعروف,9,رسمتلك فرحه بها الخوف مزروع,Saudi Arabia,Gulf
126,27603,سعد جمعة,يا بنت,غير معروف,غيرمعروف,10,جيتك حزين وغايته تاخذينه,Saudi Arabia,Gulf
127,27603,سعد جمعة,يا بنت,غير معروف,غيرمعروف,11,جيتك على جسر به الياس مقطوع,Saudi Arabia,Gulf
128,27603,سعد جمعة,يا بنت,غير معروف,غيرمعروف,12,والهم ياخذ من بقايا سنينه,Saudi Arabia,Gulf
129,24679,راشد الماجد,من يقول,غير معروف,غير معروف,1,من يقول اني لغيرك .. انا لك ماني لغيرك,Saudi Arabia,Gulf
130,24679,راشد الماجد,من يقول,غير معروف,غير معروف,2,انا متعلق مصيري .. يا حبيبي في مصيرك,Saudi Arabia,Gulf
131,24679,راشد الماجد,من يقول,غير معروف,غير معروف,3,خلهم يحكون فيا .. مهما هم قالوا عليا,Saudi Arabia,Gulf
132,24679,راشد الماجد,من يقول,غير معروف,غير معروف,4,انت منهم وش عليك .. وانا منهم وش عليا,Saudi Arabia,Gulf
133,11300,داليا مبارك,جرحنى حيل,غير معروف,غير معروف,10,انا كل يوم ابي باجر يعوضني غياب امسك,Saudi Arabia,Gulf
134,11734,داليا مبارك,خذنى,غير معروف,غير معروف,1,خذني الى ما لا نهاية من الحب,Saudi Arabia,Gulf
135,11734,داليا مبارك,خذنى,غير معروف,غير معروف,2,ابغي اكون اخر حبيب بحياتك,Saudi Arabia,Gulf
136,11734,داليا مبارك,خذنى,غير معروف,غير معروف,3,لا تقول يمكن ينتهي بيننا الدرب,Saudi Arabia,Gulf
137,11734,داليا مبارك,خذنى,غير معروف,غير معروف,4,انا معك لاخر دقيقة بمماتك,Saudi Arabia,Gulf
138,11734,داليا مبارك,خذنى,غير معروف,غير معروف,5,قلبي فداك قلي وش اغلى من القلب,Saudi Arabia,Gulf
139,11734,داليا مبارك,خذنى,غير معروف,غير معروف,6,حتى الغلا ما حدا يساوي غلاتك,Saudi Arabia,Gulf
140,11734,داليا مبارك,خذنى,غير معروف,غير معروف,7,طارك لا منه لفح خاطري وهاب,Saudi Arabia,Gulf
141,11734,داليا مبارك,خذنى,غير معروف,غير معروف,8,قومت اتذكر كيفها ذكرياتك,Saudi Arabia,Gulf
142,11734,داليا مبارك,خذنى,غير معروف,غير معروف,9,الله يصونه لي ويحفظه يا رب,Saudi Arabia,Gulf
143,11734,داليا مبارك,خذنى,غير معروف,غير معروف,10,هذا دعاي في صلاتي وصلاتك,Saudi Arabia,Gulf
144,11734,داليا مبارك,خذنى,غير معروف,غير معروف,11,ما ينتهي قلب جمعنا على الحب,Saudi Arabia,Gulf
145,11734,داليا مبارك,خذنى,غير معروف,غير معروف,12,دامي معك واخر حبيبية بحياتك,Saudi Arabia,Gulf
146,28679,حمد الطيار,يا مغادرا بلادك,غير معروف,غير معروف,1,يا مغادرا بلادك رافقتك السلامه .. لوفراقك على روحاً تودك فجيعه,Saudi Arabia,Gulf
147,28679,حمد الطيار,يا مغادرا بلادك,غير معروف,غير معروف,2,ماعلى العين لوطاول سهرها ملامه .. اشهدان الافراق يوم حل الشنيعه,Saudi Arabia,Gulf
148,28679,حمد الطيار,يا مغادرا بلادك,غير معروف,غير معروف,3,ابعدوبه وحظي منه ما ادرك مرامه .. لاشربناغدير ولارعينا ربيعه,Saudi Arabia,Gulf
149,28679,حمد الطيار,يا مغادرا بلادك,غير معروف,غير معروف,4,ابعدوبه وصار الهم لي والندابه .. اطحن لغيضتي شبدي وشبدي وجيعه,Saudi Arabia,Gulf
150,28679,حمد الطيار,يا مغادرا بلادك,غير معروف,غير معروف,5,كيف ابسلا حبيبي ميتاً في غرامه .. كل ماجابه الطاري علي هزيعه,Saudi Arabia,Gulf
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
